PeakID (cmd=annotatePeaks.pl SPT5.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_659	VII	974221	974868	+	0	NA	promoter-TSS (YGR240C)	protein_coding-promoter-TSS (YGR240C)	233	YGR240C-A	YGR240C-A	YGR240C-A			YGR240C-A			protein_coding
Interval_443	V	124272	124810	+	0	NA	TTS (YEL016C)	protein_coding-TTS (YEL016C)	884	YEL017W	YEL017W	YEL017W			GTT3			protein_coding
Interval_1146	XIV	6571	7336	+	0	NA	promoter-TSS (YNL337W)	protein_coding-promoter-TSS (YNL337W)	-212	YNL337W	YNL337W	YNL337W			YNL337W			protein_coding
Interval_553	VII	159359	159585	+	0	NA	promoter-TSS (YGL180W)	protein_coding-promoter-TSS (YGL180W)	-593	YGL180W	YGL180W	YGL180W			ATG1			protein_coding
Interval_485	V	386352	387084	+	0	NA	promoter-TSS (YER111C)	protein_coding-promoter-TSS (YER111C)	-514	YER112W	YER112W	YER112W			LSM4			protein_coding
Interval_755	X	74269	75829	+	0	NA	promoter-TSS (YJL189W)	protein_coding-promoter-TSS (YJL189W)	253	YJL190C	YJL190C	YJL190C			RPS22A			protein_coding
Interval_428	V	16038	16406	+	0	NA	promoter-TSS (YEL071W)	protein_coding-promoter-TSS (YEL071W)	-133	YEL071W	YEL071W	YEL071W			DLD3			protein_coding
Interval_624	VII	732660	734088	+	0	NA	promoter-TSS (YGR121C)	protein_coding-promoter-TSS (YGR121C)	-38	YGR121W-A	YGR121W-A	YGR121W-A			YGR121W-A			protein_coding
Interval_304	IV	1164847	1165720	+	0	NA	promoter-TSS (YDR345C)	protein_coding-promoter-TSS (YDR345C)	-623	YDR345C	YDR345C	YDR345C			HXT3			protein_coding
Interval_321	IV	1289025	1289504	+	0	NA	promoter-TSS (YDR408C)	protein_coding-promoter-TSS (YDR408C)	-142	YDR409W	YDR409W	YDR409W			SIZ1			protein_coding
Interval_53	II	247744	247979	+	0	NA	TTS (YBR007C)	protein_coding-TTS (YBR007C)	851	YBR006W	YBR006W	YBR006W			UGA2			protein_coding
Interval_851	XI	67562	71247	+	0	NA	exon (YKL198C, exon 1 of 1)	protein_coding-exon (YKL198C, exon 1 of 1)	816	YKL198C	YKL198C	YKL198C			PTK1			protein_coding
Interval_1217	XIV	546636	547809	+	0	NA	promoter-TSS (YNL042W)	protein_coding-promoter-TSS (YNL042W)	109	YNL042W-B	YNL042W-B	YNL042W-B			YNL042W-B			protein_coding
Interval_793	X	354160	354433	+	0	NA	promoter-TSS (tY(GUA)J1)	tRNA-promoter-TSS (tY(GUA)J1)	52	tY(GUA)J1	tY(GUA)J1	tY(GUA)J1			SUP7			tRNA
Interval_310	IV	1201667	1202070	+	0	NA	promoter-TSS (YDR363W-A)	protein_coding-promoter-TSS (YDR363W-A)	118	tK(CUU)D1	tK(CUU)D1	tK(CUU)D1			tK(CUU)D1			tRNA
Interval_1206	XIV	479278	480052	+	0	NA	promoter-TSS (YNL078W)	protein_coding-promoter-TSS (YNL078W)	-103	YNL078W	YNL078W	YNL078W			NIS1			protein_coding
Interval_427	V	13141	13521	+	0	NA	promoter-TSS (YEL072W)	protein_coding-promoter-TSS (YEL072W)	-389	YEL072W	YEL072W	YEL072W			RMD6			protein_coding
Interval_1000	XII	781498	781886	+	0	NA	promoter-TSS (YLR325C)	protein_coding-promoter-TSS (YLR325C)	-313	YLR325C	YLR325C	YLR325C			RPL38			protein_coding
Interval_1278	XV	315900	316627	+	0	NA	promoter-TSS (YOL004W)	protein_coding-promoter-TSS (YOL004W)	-88	YOL005C	YOL005C	YOL005C			RPB11			protein_coding
Interval_905	XI	550972	551712	+	0	NA	promoter-TSS (YKR057W)	protein_coding-promoter-TSS (YKR057W)	-315	YKR057W	YKR057W	YKR057W			RPS21A			protein_coding
Interval_1450	XVI	752106	752334	+	0	NA	promoter-TSS (YPR112C)	protein_coding-promoter-TSS (YPR112C)	-37	YPR113W	YPR113W	YPR113W			PIS1			protein_coding
Interval_687	VIII	113204	113384	+	0	NA	promoter-TSS (YHR004C)	protein_coding-promoter-TSS (YHR004C)	-200	YHR004C	YHR004C	YHR004C			NEM1			protein_coding
Interval_868	XI	173478	174444	+	0	NA	promoter-TSS (YKL145W)	protein_coding-promoter-TSS (YKL145W)	-252	YKL145W	YKL145W	YKL145W			RPT1			protein_coding
Interval_1038	XIII	29255	30425	+	0	NA	promoter-TSS (YML119W)	protein_coding-promoter-TSS (YML119W)	-33	YML120C	YML120C	YML120C			NDI1			protein_coding
Interval_578	VII	401494	402312	+	0	NA	promoter-TSS (YGL053W)	protein_coding-promoter-TSS (YGL053W)	-305	tE(UUC)G2	tE(UUC)G2	tE(UUC)G2			tE(UUC)G2			tRNA
Interval_75	II	410641	410893	+	0	NA	promoter-TSS (YBR084W)	protein_coding-promoter-TSS (YBR084W)	-287	YBR084W	YBR084W	YBR084W			MIS1			protein_coding
Interval_895	XI	393464	393669	+	0	NA	promoter-TSS (YKL023C-A)	protein_coding-promoter-TSS (YKL023C-A)	-155	YKL023W	YKL023W	YKL023W			YKL023W			protein_coding
Interval_948	XII	366279	366507	+	0	NA	TTS (YLR108C)	protein_coding-TTS (YLR108C)	158	snR6	snR6	snR6			snR6			snRNA
Interval_121	II	776157	776488	+	0	NA	promoter-TSS (YBR287W)	protein_coding-promoter-TSS (YBR287W)	-249	YBR287W	YBR287W	YBR287W			YBR287W			protein_coding
Interval_1261	XV	158705	162158	+	0	NA	TTS (YOL086W-A)	protein_coding-TTS (YOL086W-A)	163	YOL086C	YOL086C	YOL086C			ADH1			protein_coding
Interval_1395	XVI	256955	257352	+	0	NA	promoter-TSS (YPL156C)	protein_coding-promoter-TSS (YPL156C)	-386	YPL156C	YPL156C	YPL156C			PRM4			protein_coding
Interval_233	IV	512263	512822	+	0	NA	promoter-TSS (YDR034C)	protein_coding-promoter-TSS (YDR034C)	-433	YDR034C	YDR034C	YDR034C			LYS14			protein_coding
Interval_1018	XII	877490	878154	+	0	NA	promoter-TSS (YLR378C)	protein_coding-promoter-TSS (YLR378C)	-460	YLR380W	YLR380W	YLR380W			CSR1			protein_coding
Interval_1213	XIV	507304	507698	+	0	NA	promoter-TSS (YNL063W)	protein_coding-promoter-TSS (YNL063W)	-257	YNL063W	YNL063W	YNL063W			MTQ1			protein_coding
Interval_224	IV	461375	461775	+	0	NA	promoter-TSS (YDR006C)	protein_coding-promoter-TSS (YDR006C)	-267	YDR007W	YDR007W	YDR007W			TRP1			protein_coding
Interval_1381	XVI	108371	108627	+	0	NA	promoter-TSS (YPL231W)	protein_coding-promoter-TSS (YPL231W)	-153	YPL231W	YPL231W	YPL231W			FAS2			protein_coding
Interval_939	XII	232298	234932	+	0	NA	exon (YLR044C, exon 1 of 1)	protein_coding-exon (YLR044C, exon 1 of 1)	466	YLR044C	YLR044C	YLR044C			PDC1			protein_coding
Interval_102	II	605450	606222	+	0	NA	promoter-TSS (YBR190W)	protein_coding-promoter-TSS (YBR190W)	-130	YBR190W	YBR190W	YBR190W			YBR190W			protein_coding
Interval_1191	XIV	373335	374036	+	0	NA	promoter-TSS (YNL134C)	protein_coding-promoter-TSS (YNL134C)	-104	YNL134C	YNL134C	YNL134C			YNL134C			protein_coding
Interval_894	XI	392126	392414	+	0	NA	promoter-TSS (YKL025C)	protein_coding-promoter-TSS (YKL025C)	9	YKL025C	YKL025C	YKL025C			PAN3			protein_coding
Interval_422	MT	73715	74469	+	0	NA	promoter-TSS (Q0255)	protein_coding-promoter-TSS (Q0255)	334	Q0250	Q0250	Q0250			COX2			protein_coding
Interval_908	XI	567280	567750	+	0	NA	promoter-TSS (YKR066C)	protein_coding-promoter-TSS (YKR066C)	-317	YKR066C	YKR066C	YKR066C			CCP1			protein_coding
Interval_329	IV	1358983	1359809	+	0	NA	promoter-TSS (YDR449C)	protein_coding-promoter-TSS (YDR449C)	-494	YDR449C	YDR449C	YDR449C			UTP6			protein_coding
Interval_649	VII	914708	915158	+	0	NA	promoter-TSS (YGR210C)	protein_coding-promoter-TSS (YGR210C)	-195	YGR210C	YGR210C	YGR210C			YGR210C			protein_coding
Interval_737	VIII	470591	470803	+	0	NA	promoter-TSS (YHR183W)	protein_coding-promoter-TSS (YHR183W)	-263	YHR183W	YHR183W	YHR183W			GND1			protein_coding
Interval_5	I	31910	33579	+	0	NA	promoter-TSS (YAL061W)	protein_coding-promoter-TSS (YAL061W)	-704	YAL061W	YAL061W	YAL061W			BDH2			protein_coding
Interval_1453	XVI	775456	776083	+	0	NA	promoter-TSS (YPR120C)	protein_coding-promoter-TSS (YPR120C)	67	tC(GCA)P2	tC(GCA)P2	tC(GCA)P2			tC(GCA)P2			tRNA
Interval_565	VII	280662	281396	+	0	NA	promoter-TSS (YGL122C)	protein_coding-promoter-TSS (YGL122C)	128	YGL121C	YGL121C	YGL121C			GPG1			protein_coding
Interval_1414	XVI	431437	432828	+	0	NA	promoter-TSS (YPL061W)	protein_coding-promoter-TSS (YPL061W)	237	YPL062W	YPL062W	YPL062W			YPL062W			protein_coding
Interval_511	VI	16593	16853	+	0	NA	promoter-TSS (YFL055W)	protein_coding-promoter-TSS (YFL055W)	-281	YFL055W	YFL055W	YFL055W			AGP3			protein_coding
Interval_474	V	298270	298537	+	0	NA	promoter-TSS (YER070W)	protein_coding-promoter-TSS (YER070W)	-547	YER070W	YER070W	YER070W			RNR1			protein_coding
Interval_1034	XIII	14574	15328	+	0	NA	promoter-TSS (YML129C)	protein_coding-promoter-TSS (YML129C)	-198	YML129C	YML129C	YML129C			COX14			protein_coding
Interval_1153	XIV	59856	60207	+	0	NA	promoter-TSS (YNL304W)	protein_coding-promoter-TSS (YNL304W)	-240	YNL305C	YNL305C	YNL305C			BXI1			protein_coding
Interval_49	II	221348	221558	+	0	NA	exon (YBL005W-A, exon 1 of 1)	protein_coding-exon (YBL005W-A, exon 1 of 1)	123	YBL005W-B	YBL005W-B	YBL005W-B			YBL005W-B			protein_coding
Interval_631	VII	774276	774819	+	0	NA	promoter-TSS (YGR143W)	protein_coding-promoter-TSS (YGR143W)	198	tA(AGC)G	tA(AGC)G	tA(AGC)G			tA(AGC)G			tRNA
Interval_952	XII	406953	407195	+	0	NA	promoter-TSS (YLR131C)	protein_coding-promoter-TSS (YLR131C)	-252	YLR131C	YLR131C	YLR131C			ACE2			protein_coding
Interval_688	VIII	115118	116209	+	0	NA	promoter-TSS (YHR005C)	protein_coding-promoter-TSS (YHR005C)	238	YHR005C-A	YHR005C-A	YHR005C-A			TIM10			protein_coding
Interval_1144	XIII	914760	915761	+	0	NA	promoter-TSS (YMR319C)	protein_coding-promoter-TSS (YMR319C)	-722	YMR319C	YMR319C	YMR319C			FET4			protein_coding
Interval_692	VIII	138363	138567	+	0	NA	promoter-TSS (YHR016C)	protein_coding-promoter-TSS (YHR016C)	-10	YHR016C	YHR016C	YHR016C			YSC84			protein_coding
Interval_69	II	373232	374619	+	0	NA	TTS (YBR068C)	protein_coding-TTS (YBR068C)	-1190	YBR067C	YBR067C	YBR067C			TIP1			protein_coding
Interval_286	IV	992887	993072	+	0	NA	promoter-TSS (YDR261C-C)	protein_coding-promoter-TSS (YDR261C-C)	147	tG(GCC)D2	tG(GCC)D2	tG(GCC)D2			tG(GCC)D2			tRNA
Interval_1176	XIV	281434	282049	+	0	NA	promoter-TSS (YNL190W)	protein_coding-promoter-TSS (YNL190W)	-654	YNL190W	YNL190W	YNL190W			YNL190W			protein_coding
Interval_691	VIII	134108	134346	+	0	NA	promoter-TSS (YHR015W)	protein_coding-promoter-TSS (YHR015W)	-94	tQ(UUG)H	tQ(UUG)H	tQ(UUG)H			tQ(UUG)H			tRNA
Interval_819	X	570763	571153	+	0	NA	promoter-TSS (YJR070C)	protein_coding-promoter-TSS (YJR070C)	-360	YJR070C	YJR070C	YJR070C			LIA1			protein_coding
Interval_123	II	798741	799039	+	0	NA	promoter-TSS (YBR296C)	protein_coding-promoter-TSS (YBR296C)	-368	YBR296C	YBR296C	YBR296C			PHO89			protein_coding
Interval_1051	XIII	131662	131837	+	0	NA	promoter-TSS (YML071C)	protein_coding-promoter-TSS (YML071C)	147	tR(UCU)M2	tR(UCU)M2	tR(UCU)M2			tR(UCU)M2			tRNA
Interval_251	IV	595959	596923	+	0	NA	promoter-TSS (YDR075W)	protein_coding-promoter-TSS (YDR075W)	-715	YDR075W	YDR075W	YDR075W			PPH3			protein_coding
Interval_1285	XV	384772	385555	+	0	NA	promoter-TSS (YOR028C)	protein_coding-promoter-TSS (YOR028C)	563	YOR029W	YOR029W	YOR029W			YOR029W			protein_coding
Interval_395	IX	336069	336369	+	0	NA	promoter-TSS (YIL009C-A)	protein_coding-promoter-TSS (YIL009C-A)	-7	YIL009C-A	YIL009C-A	YIL009C-A			EST3			protein_coding
Interval_360	IX	84753	85239	+	0	NA	promoter-TSS (YIL140W)	protein_coding-promoter-TSS (YIL140W)	-57	YIL141W	YIL141W	YIL141W			YIL141W			protein_coding
Interval_1104	XIII	553011	553211	+	0	NA	promoter-TSS (YMR144W)	protein_coding-promoter-TSS (YMR144W)	-251	YMR144W	YMR144W	YMR144W			YMR144W			protein_coding
Interval_681	VIII	54368	56297	+	0	NA	exon (YHL025W, exon 1 of 1)	protein_coding-exon (YHL025W, exon 1 of 1)	481	YHL025W	YHL025W	YHL025W			SNF6			protein_coding
Interval_854	XI	91199	92187	+	0	NA	promoter-TSS (YKL187C)	protein_coding-promoter-TSS (YKL187C)	-157	YKL187C	YKL187C	YKL187C			FAT3			protein_coding
Interval_1022	XII	930714	932953	+	0	NA	promoter-TSS (YLR406C)	protein_coding-promoter-TSS (YLR406C)	-78	YLR406C	YLR406C	YLR406C			RPL31B			protein_coding
Interval_119	II	761001	761196	+	0	NA	promoter-TSS (YBR277C)	protein_coding-promoter-TSS (YBR277C)	-159	YBR279W	YBR279W	YBR279W			PAF1			protein_coding
Interval_122	II	792124	792299	+	0	NA	promoter-TSS (YBR295W)	protein_coding-promoter-TSS (YBR295W)	-638	YBR295W	YBR295W	YBR295W			PCA1			protein_coding
Interval_1410	XVI	406114	406566	+	0	NA	promoter-TSS (YPL079W)	protein_coding-promoter-TSS (YPL079W)	158	YPL080C	YPL080C	YPL080C			YPL080C			protein_coding
Interval_438	V	84783	86739	+	0	NA	promoter-TSS (YEL033W)	protein_coding-promoter-TSS (YEL033W)	85	YEL034W	YEL034W	YEL034W			HYP2			protein_coding
Interval_1296	XV	461607	462887	+	0	NA	promoter-TSS (YOR071C)	protein_coding-promoter-TSS (YOR071C)	456	YOR072W-A	YOR072W-A	YOR072W-A			YOR072W-A			protein_coding
Interval_689	VIII	121916	122772	+	0	NA	promoter-TSS (YHR007C)	protein_coding-promoter-TSS (YHR007C)	421	YHR007C-A	YHR007C-A	YHR007C-A			YHR007C-A			protein_coding
Interval_916	XI	630507	630903	+	0	NA	promoter-TSS (YKR097W)	protein_coding-promoter-TSS (YKR097W)	-447	YKR097W	YKR097W	YKR097W			PCK1			protein_coding
Interval_813	X	525044	526979	+	0	NA	promoter-TSS (YJR047C)	protein_coding-promoter-TSS (YJR047C)	-324	YJR048W	YJR048W	YJR048W			CYC1			protein_coding
Interval_806	X	436017	436237	+	0	NA	promoter-TSS (YJR001W)	protein_coding-promoter-TSS (YJR001W)	-675	YJR001W	YJR001W	YJR001W			AVT1			protein_coding
Interval_628	VII	766112	766938	+	0	NA	promoter-TSS (YGR138C)	protein_coding-promoter-TSS (YGR138C)	799	YGR139W	YGR139W	YGR139W			YGR139W			protein_coding
Interval_602	VII	557698	557938	+	0	NA	promoter-TSS (YGR035C)	protein_coding-promoter-TSS (YGR035C)	253	YGR035W-A	YGR035W-A	YGR035W-A			YGR035W-A			protein_coding
Interval_401	IX	378350	378579	+	0	NA	promoter-TSS (YIR011C)	protein_coding-promoter-TSS (YIR011C)	-22	YIR012W	YIR012W	YIR012W			SQT1			protein_coding
Interval_1373	XVI	55957	56521	+	0	NA	promoter-TSS (YPL257W-A)	protein_coding-promoter-TSS (YPL257W-A)	35	tW(CCA)P	tW(CCA)P	tW(CCA)P			tW(CCA)P			tRNA
Interval_1442	XVI	682038	682694	+	0	NA	TTS (YPR066W)	protein_coding-TTS (YPR066W)	146	YPR067W	YPR067W	YPR067W			ISA2			protein_coding
Interval_1254	XV	94299	94759	+	0	NA	promoter-TSS (YOL120C)	protein_coding-promoter-TSS (YOL120C)	-127	YOL120C	YOL120C	YOL120C			RPL18A			protein_coding
Interval_1079	XIII	349297	350260	+	0	NA	promoter-TSS (YMR039C)	protein_coding-promoter-TSS (YMR039C)	-256	YMR039C	YMR039C	YMR039C			SUB1			protein_coding
Interval_846	XI	24646	25426	+	0	NA	promoter-TSS (YKL216W)	protein_coding-promoter-TSS (YKL216W)	-179	YKL216W	YKL216W	YKL216W			URA1			protein_coding
Interval_717	VIII	336221	336431	+	0	NA	promoter-TSS (YHR112C)	protein_coding-promoter-TSS (YHR112C)	-11	YHR113W	YHR113W	YHR113W			APE4			protein_coding
Interval_520	VI	90344	90919	+	0	NA	promoter-TSS (YFL023W)	protein_coding-promoter-TSS (YFL023W)	-286	YFL024C	YFL024C	YFL024C			EPL1			protein_coding
Interval_736	VIII	461376	462263	+	0	NA	promoter-TSS (YHR179W)	protein_coding-promoter-TSS (YHR179W)	-683	YHR179W	YHR179W	YHR179W			OYE2			protein_coding
Interval_801	X	398102	398393	+	0	NA	TTS (YJL020C)	protein_coding-TTS (YJL020C)	138	YJL022W	YJL022W	YJL022W			YJL022W			protein_coding
Interval_1229	XIV	633804	634202	+	0	NA	promoter-TSS (YNR002C)	protein_coding-promoter-TSS (YNR002C)	-147	YNR002C	YNR002C	YNR002C			ATO2			protein_coding
Interval_498	V	467586	468227	+	0	NA	promoter-TSS (YER149C)	protein_coding-promoter-TSS (YER149C)	-436	YER149C	YER149C	YER149C			PEA2			protein_coding
Interval_781	X	223769	224429	+	0	NA	promoter-TSS (YJL105W)	protein_coding-promoter-TSS (YJL105W)	-956	YJL105W	YJL105W	YJL105W			SET4			protein_coding
Interval_1298	XV	479394	480485	+	0	NA	promoter-TSS (YOR081C)	protein_coding-promoter-TSS (YOR081C)	-302	YOR082C	YOR082C	YOR082C			YOR082C			protein_coding
Interval_890	XI	371340	371830	+	0	NA	promoter-TSS (YKL034W)	protein_coding-promoter-TSS (YKL034W)	-244	YKL034W	YKL034W	YKL034W			TUL1			protein_coding
Interval_1422	XVI	493133	493383	+	0	NA	promoter-TSS (YPL030W)	protein_coding-promoter-TSS (YPL030W)	-221	YPL031C	YPL031C	YPL031C			PHO85			protein_coding
Interval_1114	XIII	628002	628289	+	0	NA	promoter-TSS (YMR183C)	protein_coding-promoter-TSS (YMR183C)	-44	YMR184W	YMR184W	YMR184W			ADD37			protein_coding
Interval_273	IV	884438	884658	+	0	NA	promoter-TSS (YDR210C-C)	protein_coding-promoter-TSS (YDR210C-C)	-179	YDR211W	YDR211W	YDR211W			GCD6			protein_coding
Interval_917	XI	665994	666803	+	0	NA	Intergenic	Intergenic	4956	YKR106W	YKR106W	YKR106W			GEX2			protein_coding
Interval_798	X	380583	381170	+	0	NA	promoter-TSS (YJL034W)	protein_coding-promoter-TSS (YJL034W)	125	YJL035C	YJL035C	YJL035C			TAD2			protein_coding
Interval_506	V	525234	525849	+	0	NA	promoter-TSS (YER170W)	protein_coding-promoter-TSS (YER170W)	-433	YER170W	YER170W	YER170W			ADK2			protein_coding
Interval_533	VI	247671	248453	+	0	NA	promoter-TSS (YFR049W)	protein_coding-promoter-TSS (YFR049W)	-461	YFR049W	YFR049W	YFR049W			YMR31			protein_coding
Interval_510	VI	4241	5557	+	0	NA	promoter-TSS (YFL063W)	protein_coding-promoter-TSS (YFL063W)	-167	YFL063W	YFL063W	YFL063W			YFL063W			protein_coding
Interval_1449	XVI	744193	745221	+	0	NA	promoter-TSS (YPR109W)	protein_coding-promoter-TSS (YPR109W)	18	YPR109W	YPR109W	YPR109W			YPR109W			protein_coding
Interval_1128	XIII	777392	777902	+	0	NA	promoter-TSS (YMR253C)	protein_coding-promoter-TSS (YMR253C)	276	YMR254C	YMR254C	YMR254C			YMR254C			protein_coding
Interval_982	XII	657769	658602	+	0	NA	promoter-TSS (YLR257W)	protein_coding-promoter-TSS (YLR257W)	-641	YLR257W	YLR257W	YLR257W			YLR257W			protein_coding
Interval_64	II	340639	342433	+	0	NA	promoter-TSS (YBR053C)	protein_coding-promoter-TSS (YBR053C)	-785	YBR053C	YBR053C	YBR053C			YBR053C			protein_coding
Interval_232	IV	507315	508227	+	0	NA	promoter-TSS (YDR033W)	protein_coding-promoter-TSS (YDR033W)	-376	YDR033W	YDR033W	YDR033W			MRH1			protein_coding
Interval_1026	XII	1001925	1003145	+	0	NA	promoter-TSS (YLR431C)	protein_coding-promoter-TSS (YLR431C)	-22	YLR432W	YLR432W	YLR432W			IMD3			protein_coding
Interval_832	X	633157	633394	+	0	NA	promoter-TSS (YJR109C)	protein_coding-promoter-TSS (YJR109C)	-334	YJR109C	YJR109C	YJR109C			CPA2			protein_coding
Interval_167	III	310254	310640	+	0	NA	promoter-TSS (YCR106W)	protein_coding-promoter-TSS (YCR106W)	-511	YCR106W	YCR106W	YCR106W			RDS1			protein_coding
Interval_848	XI	38116	39421	+	0	NA	promoter-TSS (YKL210W)	protein_coding-promoter-TSS (YKL210W)	-43	snR64	snR64	snR64			snR64			snoRNA
Interval_371	IX	160038	160726	+	0	NA	promoter-TSS (YIL108W)	protein_coding-promoter-TSS (YIL108W)	-217	YIL109C	YIL109C	YIL109C			SEC24			protein_coding
Interval_301	IV	1150623	1151043	+	0	NA	promoter-TSS (YDR339C)	protein_coding-promoter-TSS (YDR339C)	-48	YDR340W	YDR340W	YDR340W			YDR340W			protein_coding
Interval_88	II	490080	491124	+	0	NA	promoter-TSS (YBR126C)	protein_coding-promoter-TSS (YBR126C)	-210	YBR126C	YBR126C	YBR126C			TPS1			protein_coding
Interval_34	II	89291	89895	+	0	NA	promoter-TSS (YBL071C-B)	protein_coding-promoter-TSS (YBL071C-B)	-37	YBL071C-B	YBL071C-B	YBL071C-B			YBL071C-B			protein_coding
Interval_1423	XVI	497580	498011	+	0	NA	promoter-TSS (YPL028W)	protein_coding-promoter-TSS (YPL028W)	-301	YPL028W	YPL028W	YPL028W			ERG10			protein_coding
Interval_211	IV	356965	358276	+	0	NA	promoter-TSS (YDL055C)	protein_coding-promoter-TSS (YDL055C)	-861	YDL055C	YDL055C	YDL055C			PSA1			protein_coding
Interval_1207	XIV	480857	481065	+	0	NA	promoter-TSS (YNL077W)	protein_coding-promoter-TSS (YNL077W)	-430	YNL077W	YNL077W	YNL077W			APJ1			protein_coding
Interval_1374	XVI	66823	67812	+	0	NA	promoter-TSS (YPL255W)	protein_coding-promoter-TSS (YPL255W)	-408	YPL255W	YPL255W	YPL255W			BBP1			protein_coding
Interval_1171	XIV	214543	214745	+	0	NA	promoter-TSS (YNL232W)	protein_coding-promoter-TSS (YNL232W)	-279	YNL232W	YNL232W	YNL232W			CSL4			protein_coding
Interval_975	XII	611601	612003	+	0	NA	promoter-TSS (YLR237W)	protein_coding-promoter-TSS (YLR237W)	128	YLR235C	YLR235C	YLR235C			YLR235C			protein_coding
Interval_1025	XII	962744	963628	+	0	NA	promoter-TSS (YLR420W)	protein_coding-promoter-TSS (YLR420W)	-131	tL(UAA)L	tL(UAA)L	tL(UAA)L			tL(UAA)L			tRNA
Interval_1118	XIII	667169	667376	+	0	NA	promoter-TSS (YMR201C)	protein_coding-promoter-TSS (YMR201C)	184	RNA170	RNA170	RNA170			RNA170			ncRNA
Interval_555	VII	190268	191232	+	0	NA	promoter-TSS (YGL166W)	protein_coding-promoter-TSS (YGL166W)	-282	YGL167C	YGL167C	YGL167C			PMR1			protein_coding
Interval_1344	XV	891785	892173	+	0	NA	promoter-TSS (YOR306C)	protein_coding-promoter-TSS (YOR306C)	-547	YOR306C	YOR306C	YOR306C			MCH5			protein_coding
Interval_697	VIII	174667	175422	+	0	NA	promoter-TSS (YHR032W-A)	protein_coding-promoter-TSS (YHR032W-A)	-151	YHR032W-A	YHR032W-A	YHR032W-A			YHR032W-A			protein_coding
Interval_1458	XVI	821563	822604	+	0	NA	promoter-TSS (YPR144C)	protein_coding-promoter-TSS (YPR144C)	351	snR45	snR45	snR45			snR45			snoRNA
Interval_1456	XVI	794528	794893	+	0	NA	promoter-TSS (YPR130C)	protein_coding-promoter-TSS (YPR130C)	-212	YPR131C	YPR131C	YPR131C			NAT3			protein_coding
Interval_478	V	321841	322473	+	0	NA	promoter-TSS (SRG1)	ncRNA-promoter-TSS (SRG1)	-55	SRG1	SRG1	SRG1			SRG1			ncRNA
Interval_822	X	585384	585623	+	0	NA	promoter-TSS (YJR085C)	protein_coding-promoter-TSS (YJR085C)	-66	YJR085C	YJR085C	YJR085C			YJR085C			protein_coding
Interval_351	IV	1517896	1518227	+	0	NA	promoter-TSS (YDR540C)	protein_coding-promoter-TSS (YDR540C)	-386	YDR540C	YDR540C	YDR540C			IRC4			protein_coding
Interval_425	V	211	482	+	0	NA	promoter-TSS (YEL077W-A)	protein_coding-promoter-TSS (YEL077W-A)	-284	YEL077W-A	YEL077W-A	YEL077W-A			YEL077W-A			protein_coding
Interval_184	IV	106591	106959	+	0	NA	promoter-TSS (YDL195W)	protein_coding-promoter-TSS (YDL195W)	34	YDL196W	YDL196W	YDL196W			YDL196W			protein_coding
Interval_587	VII	438241	438879	+	0	NA	promoter-TSS (YGL030W)	protein_coding-promoter-TSS (YGL030W)	-531	YGL030W	YGL030W	YGL030W			RPL30			protein_coding
Interval_1291	XV	429617	430537	+	0	NA	promoter-TSS (YOR054C)	protein_coding-promoter-TSS (YOR054C)	-220	YOR054C	YOR054C	YOR054C			VHS3			protein_coding
Interval_455	V	208615	208814	+	0	NA	promoter-TSS (YER026C)	protein_coding-promoter-TSS (YER026C)	-240	YER026C	YER026C	YER026C			CHO1			protein_coding
Interval_858	XI	106766	106980	+	0	NA	promoter-TSS (YKL181W)	protein_coding-promoter-TSS (YKL181W)	-443	YKL181W	YKL181W	YKL181W			PRS1			protein_coding
Interval_1081	XIII	355222	355430	+	0	NA	promoter-TSS (YMR044W)	protein_coding-promoter-TSS (YMR044W)	-58	YMR044W	YMR044W	YMR044W			IOC4			protein_coding
Interval_1200	XIV	437475	437713	+	0	NA	promoter-TSS (YNL100W)	protein_coding-promoter-TSS (YNL100W)	-19	YNL100W	YNL100W	YNL100W			MIC27			protein_coding
Interval_174	IV	45196	46063	+	0	NA	TTS (YDL227C)	protein_coding-TTS (YDL227C)	289	YDL228C	YDL228C	YDL228C			YDL228C			protein_coding
Interval_266	IV	806069	806692	+	0	NA	promoter-TSS (YDR171W)	protein_coding-promoter-TSS (YDR171W)	-241	YDR171W	YDR171W	YDR171W			HSP42			protein_coding
Interval_85	II	476264	477602	+	0	NA	promoter-TSS (YBR117C)	protein_coding-promoter-TSS (YBR117C)	-496	YBR117C	YBR117C	YBR117C			TKL2			protein_coding
