chr	start	end	interval_id	num_peaks	num_samples	SPT5_T0_R1.bool	SPT5_T0_R2.bool	SPT5_T15_R1.bool	SPT5_T15_R2.bool	SPT5_T0_R1.fc	SPT5_T0_R2.fc	SPT5_T15_R1.fc	SPT5_T15_R2.fc	SPT5_T0_R1.qval	SPT5_T0_R2.qval	SPT5_T15_R1.qval	SPT5_T15_R2.qval	SPT5_T0_R1.pval	SPT5_T0_R2.pval	SPT5_T15_R1.pval	SPT5_T15_R2.pval	SPT5_T0_R1.start	SPT5_T0_R2.start	SPT5_T15_R1.start	SPT5_T15_R2.start	SPT5_T0_R1.end	SPT5_T0_R2.end	SPT5_T15_R1.end	SPT5_T15_R2.end
XI	393463	393669	Interval_895	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.08857	NA	NA	NA	1.89192	NA	NA	NA	3.6355	NA	NA	NA	393463	NA	NA	NA	393669
XI	408192	408378	Interval_896	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.80607	NA	NA	NA	1.4493	NA	NA	NA	3.07643	NA	NA	NA	408192	NA	NA	NA	408378
XI	428832	429224	Interval_897	1	1	TRUE	FALSE	FALSE	FALSE	4.38111	NA	NA	NA	3.55707	NA	NA	NA	5.61574	NA	NA	NA	428832	NA	NA	NA	429224	NA	NA	NA
XI	431271	431831	Interval_898	4	4	TRUE	TRUE	TRUE	TRUE	3.60841	5.78172	4.04997	4.40203	2.41247	6.1561	3.68317	3.80219	4.26064	8.50243	5.67552	5.88541	431458	431271	431475	431458	431672	431795	431779	431831
XI	439384	440047	Interval_899	4	4	TRUE	TRUE	TRUE	TRUE	3.13578	2.80998	3.24497	3.24513	1.72991	1.27177	1.94775	2.02085	3.42916	2.90083	3.67621	3.78685	439400	439387	439676	439384	439894	439597	439884	440047
XI	462885	463815	Interval_900	4	4	TRUE	TRUE	TRUE	TRUE	2.73354	3.43718	2.72265	2.82528	1.27399	2.06698	1.48344	1.3158	2.86864	3.92655	3.11454	2.94246	462885	463026	462893	462948	463525	463815	463705	463695
XI	513248	514676	Interval_901	4	4	TRUE	TRUE	TRUE	TRUE	3.43635	3.23107	3.20034	2.89213	2.25552	1.79018	2.15036	1.4289	4.06082	3.5937	3.90871	3.07836	513248	513378	513463	513254	514187	514532	514376	514676
XI	517434	519314	Interval_902	4	4	TRUE	TRUE	TRUE	TRUE	4.9271	5.50075	3.95532	3.41863	4.9465	5.54551	3.435	2.17271	7.19074	7.8847	5.39458	3.98517	518015	517892	518694	517434	519309	519265	519314	519258
XI	533625	533949	Interval_903	2	2	TRUE	FALSE	TRUE	FALSE	3.15846	NA	3.82235	NA	1.81967	NA	3.0581	NA	3.54014	NA	4.97275	NA	533722	NA	533625	NA	533949	NA	533919	NA
XI	535176	535856	Interval_904	3	3	TRUE	FALSE	TRUE	TRUE	2.79496	NA	2.94071	2.82044	1.28256	NA	1.53851	1.47419	2.87763	NA	3.16974	3.10007	535176	NA	535605	535592	535695	NA	535856	535789
XI	550971	551712	Interval_905	1	1	TRUE	FALSE	FALSE	FALSE	3.15282	NA	NA	NA	1.76227	NA	NA	NA	3.47688	NA	NA	NA	550971	NA	NA	NA	551712	NA	NA	NA
XI	558363	558675	Interval_906	1	1	FALSE	TRUE	FALSE	FALSE	NA	2.90686	NA	NA	NA	1.35172	NA	NA	NA	3.05084	NA	NA	NA	558363	NA	NA	NA	558675	NA	NA
XI	559437	559638	Interval_907	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.7546	NA	NA	NA	2.79443	NA	NA	NA	4.73049	NA	NA	NA	559437	NA	NA	NA	559638
XI	567279	567750	Interval_908	2	2	TRUE	FALSE	TRUE	FALSE	3.18414	NA	3.29596	NA	1.78305	NA	2.02906	NA	3.50705	NA	3.76652	NA	567279	NA	567536	NA	567643	NA	567750	NA
XI	571067	571341	Interval_909	2	2	TRUE	FALSE	TRUE	FALSE	2.67666	NA	2.76161	NA	1.13928	NA	1.30105	NA	2.6976	NA	2.87398	NA	571067	NA	571067	NA	571281	NA	571341	NA
XI	578310	579171	Interval_910	2	2	TRUE	TRUE	FALSE	FALSE	3.72458	3.01266	NA	NA	2.69678	1.53344	NA	NA	4.59685	3.24264	NA	NA	578895	578310	NA	NA	579097	579171	NA	NA
XI	581059	582094	Interval_911	4	4	TRUE	TRUE	TRUE	TRUE	4.14636	2.99898	2.96581	3.69151	3.2979	1.45659	1.56591	2.49605	5.26631	3.19746	3.20082	4.3952	581059	581202	581120	581122	582094	582053	581955	581341
XI	589454	590177	Interval_912	3	3	TRUE	FALSE	TRUE	TRUE	4.49629	NA	3.90842	3.97389	3.8556	NA	3.10985	3.05662	5.93283	NA	5.03836	5.05245	589647	NA	589647	589454	590144	NA	590051	590177
XI	608321	608626	Interval_913	1	1	TRUE	FALSE	FALSE	FALSE	4.06132	NA	NA	NA	3.05622	NA	NA	NA	5.00782	NA	NA	NA	608321	NA	NA	NA	608626	NA	NA	NA
XI	614095	615474	Interval_914	4	4	TRUE	TRUE	TRUE	TRUE	4.06218	3.76195	5.38193	4.71341	3.17414	2.66843	5.80024	4.27495	5.11571	4.59107	8.1132	6.49207	614694	614095	614608	614667	615379	615158	615474	615459
XI	618851	619560	Interval_915	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.83146	NA	NA	NA	1.32607	NA	NA	NA	2.95414	NA	NA	NA	618851	NA	NA	NA	619560
XI	630506	630903	Interval_916	3	3	TRUE	TRUE	TRUE	FALSE	4.22911	3.16705	3.2828	NA	3.44341	1.72739	1.98979	NA	5.45128	3.4753	3.72661	NA	630506	630582	630564	NA	630883	630903	630764	NA
XI	665993	666803	Interval_917	4	4	TRUE	TRUE	TRUE	TRUE	5.87119	9.07075	3.52508	3.92955	7.10749	14.0206	2.9596	3.08533	9.63883	17.0636	4.84202	5.07547	665993	666135	666137	666191	666598	666803	666596	666571
XII	35	304	Interval_918	2	2	TRUE	TRUE	FALSE	FALSE	13.6641	6.02812	NA	NA	24.9401	8.51285	NA	NA	28.346	11.129	NA	NA	35	37	NA	NA	280	304	NA	NA
XII	5549	5980	Interval_919	4	4	TRUE	TRUE	TRUE	TRUE	6.83023	10.339	5.47001	4.93012	8.23849	16.5456	5.85254	4.53307	10.918	19.5503	8.17534	6.81762	5620	5549	5620	5637	5971	5980	5844	5865
XII	11010	11851	Interval_920	3	3	TRUE	TRUE	FALSE	TRUE	4.35955	8.31801	NA	3.84965	4.85325	12.1127	NA	2.96035	7.08502	14.8764	NA	4.93085	11170	11010	NA	11155	11849	11851	NA	11752
XII	22788	23418	Interval_921	4	4	TRUE	TRUE	TRUE	TRUE	3.03062	2.65669	3.735	3.29034	1.56527	1.08596	2.66017	2.02047	3.2545	2.67227	4.52243	3.78157	22909	22788	22791	23222	23348	23339	23418	23408
XII	36867	37111	Interval_922	1	1	TRUE	FALSE	FALSE	FALSE	2.99123	NA	NA	NA	1.48685	NA	NA	NA	3.18485	NA	NA	NA	36867	NA	NA	NA	37111	NA	NA	NA
XII	40482	40782	Interval_923	2	2	TRUE	FALSE	TRUE	FALSE	3.39208	NA	3.07913	NA	2.05262	NA	1.65053	NA	3.85308	NA	3.35045	NA	40482	NA	40523	NA	40730	NA	40782	NA
XII	48610	49760	Interval_924	4	4	TRUE	TRUE	TRUE	TRUE	2.67904	2.96231	3.11089	2.63022	1.12728	1.46179	1.71152	1.22003	2.70406	3.14154	3.41584	2.78259	48610	48742	48952	49310	48807	49032	49760	49665
XII	54089	54917	Interval_925	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	3.44887	2.64477	NA	NA	2.19959	1.08033	NA	NA	3.9979	2.64966	NA	NA	54089	54556	NA	NA	54645	54917
XII	63841	64099	Interval_926	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.6423	NA	NA	NA	1.13789	NA	NA	NA	2.65403	NA	NA	NA	63841	NA	NA	NA	64099
XII	65351	65873	Interval_927	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	3.02231	4.24213	NA	NA	1.65684	3.4136	NA	NA	3.31148	5.47531	NA	NA	65412	65351	NA	NA	65683	65873
XII	83463	84623	Interval_928	4	4	TRUE	TRUE	TRUE	TRUE	4.39764	3.24565	3.52852	3.54374	3.8265	1.79539	2.76566	2.38146	5.91034	3.60258	4.62547	4.23547	83872	83917	83463	83846	84391	84623	84549	84570
XII	92561	92921	Interval_929	1	1	FALSE	TRUE	FALSE	FALSE	NA	3.2726	NA	NA	NA	1.86858	NA	NA	NA	3.65984	NA	NA	NA	92561	NA	NA	NA	92921	NA	NA
XII	98861	99244	Interval_930	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.34419	NA	NA	NA	2.06417	NA	NA	NA	3.84611	NA	NA	NA	98861	NA	NA	NA	99244
XII	100224	100642	Interval_931	1	1	TRUE	FALSE	FALSE	FALSE	2.75	NA	NA	NA	1.2259	NA	NA	NA	2.80802	NA	NA	NA	100224	NA	NA	NA	100642	NA	NA	NA
XII	108220	109147	Interval_932	3	3	FALSE	TRUE	TRUE	TRUE	NA	2.90691	2.84507	3.8354	NA	1.3579	1.51235	2.82975	NA	3.05082	3.15107	4.75145	NA	108273	108356	108220	NA	108629	109147	108997
XII	125023	125318	Interval_933	1	1	TRUE	FALSE	FALSE	FALSE	4.18221	NA	NA	NA	3.29723	NA	NA	NA	5.29193	NA	NA	NA	125023	NA	NA	NA	125318	NA	NA	NA
XII	167724	168850	Interval_934	1	1	TRUE	FALSE	FALSE	FALSE	2.696	NA	NA	NA	1.17276	NA	NA	NA	2.74842	NA	NA	NA	167724	NA	NA	NA	168850	NA	NA	NA
XII	187360	187887	Interval_935	4	4	TRUE	TRUE	TRUE	TRUE	3.09565	5.01915	4.49749	5.16342	1.65361	4.55389	4.00069	4.90156	3.35801	6.78889	6.05209	7.24987	187436	187366	187360	187360	187719	187688	187887	187559
XII	198174	199277	Interval_936	2	2	TRUE	FALSE	FALSE	TRUE	3.36144	NA	NA	2.88854	2.081	NA	NA	1.42623	3.84911	NA	NA	3.05475	198174	NA	NA	198200	199277	NA	NA	199173
XII	202711	202888	Interval_937	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.70288	NA	NA	NA	1.20865	NA	NA	NA	2.75256	NA	NA	NA	202711	NA	NA	NA	202888
XII	214570	215036	Interval_938	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.17004	NA	NA	NA	1.78856	NA	NA	NA	3.51466	NA	NA	NA	214570	NA	NA	NA	215036
XII	232297	234932	Interval_939	4	4	TRUE	TRUE	TRUE	TRUE	3.12402	3.64788	3.13027	3.73462	1.81761	2.49727	1.85766	2.76491	3.52279	4.39295	3.55617	4.66907	232297	232310	234351	234280	234839	234906	234932	234915
XII	241786	242093	Interval_940	3	3	TRUE	FALSE	TRUE	TRUE	4.48626	NA	3.14094	3.84333	3.81843	NA	1.78656	2.82541	5.87553	NA	3.47919	4.76403	241857	NA	241802	241786	242078	NA	242065	242093
XII	253020	253704	Interval_941	3	3	TRUE	FALSE	TRUE	TRUE	3.88475	NA	5.90418	3.7104	2.97077	NA	7.1676	2.79892	4.90843	NA	9.67823	4.72979	253020	NA	253170	253172	253704	NA	253656	253597
XII	259678	260169	Interval_942	1	1	TRUE	FALSE	FALSE	FALSE	3.44145	NA	NA	NA	2.25906	NA	NA	NA	4.06284	NA	NA	NA	259678	NA	NA	NA	260169	NA	NA	NA
XII	289702	289954	Interval_943	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	4.523	NA	NA	NA	4.04391	NA	NA	NA	6.11813	NA	NA	NA	289702	NA	NA	NA	289954	NA
XII	320153	320733	Interval_944	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	4.25641	NA	NA	NA	3.79573	NA	NA	NA	5.8055	NA	NA	NA	320153	NA	NA	NA	320733	NA
XII	323267	323507	Interval_945	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.59505	NA	NA	NA	1.09563	NA	NA	NA	2.635	NA	NA	NA	323267	NA	NA	NA	323507
XII	329141	329592	Interval_946	2	2	TRUE	FALSE	TRUE	FALSE	3.73673	NA	3.57366	NA	2.70117	NA	2.71639	NA	4.59824	NA	4.55846	NA	329367	NA	329141	NA	329575	NA	329592	NA
XII	341248	341722	Interval_947	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.94923	NA	NA	NA	1.51041	NA	NA	NA	3.14805	NA	NA	NA	341248	NA	NA	NA	341722
XII	366278	366507	Interval_948	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.36064	NA	NA	NA	2.40896	NA	NA	NA	4.25835	NA	NA	NA	366278	NA	NA	NA	366507
XII	368311	371336	Interval_949	7	4	TRUE	TRUE	TRUE	TRUE	3.12757;4.70335	5.61586	3.73354;4.35357	3.70374;4.89881	1.7562;4.63026	6.10988	2.99007;4.25673	2.68426;4.82243	3.46255;6.81973	8.44434	4.86796;6.32804	4.58133;7.13485	368381;369917	368324	368311;370099	368315;369894	369067;371291	371326	369323;371336	369196;371307
XII	388465	389213	Interval_950	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	3.18794	3.16359	NA	NA	2.16388	1.94698	NA	NA	3.92287	3.69924	NA	NA	388513	388465	NA	NA	389213	388905
XII	390468	390828	Interval_951	3	3	TRUE	TRUE	FALSE	TRUE	3.33322	2.85947	NA	3.70269	2.00834	1.31647	NA	2.64535	3.77889	2.97677	NA	4.53315	390489	390468	NA	390495	390781	390781	NA	390828
XII	406952	407195	Interval_952	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.27904	NA	NA	NA	2.03441	NA	NA	NA	3.77649	NA	NA	NA	406952	NA	NA	NA	407195	NA
XII	416933	417317	Interval_953	1	1	TRUE	FALSE	FALSE	FALSE	3.97199	NA	NA	NA	3.24182	NA	NA	NA	5.22349	NA	NA	NA	416933	NA	NA	NA	417317	NA	NA	NA
XII	423436	424935	Interval_954	4	4	TRUE	TRUE	TRUE	TRUE	4.8752	5.51379	4.52844	4.78467	5.33239	5.80025	5.16663	4.52249	7.6136	8.10611	7.37782	6.78119	423801	423436	423795	423923	424935	424910	424529	424836
XII	439622	440207	Interval_955	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.56277	NA	NA	NA	2.47697	NA	NA	NA	4.33051	NA	NA	NA	439622	NA	NA	NA	440207
XII	444837	445194	Interval_956	3	3	TRUE	FALSE	TRUE	TRUE	3.15634	NA	3.33898	3.42266	1.76025	NA	2.1092	2.12351	3.46744	NA	3.85942	3.93876	444953	NA	444919	444837	445192	NA	445194	445064
XII	448480	451073	Interval_957	3	3	FALSE	TRUE	TRUE	TRUE	NA	3.34928	3.26208	2.80699	NA	1.95147	1.9796	1.28711	NA	3.78143	3.7218	2.90875	NA	448480	449482	449391	NA	451073	450094	450935
XII	459513	461053	Interval_958	4	4	TRUE	TRUE	TRUE	TRUE	6.37194	13.3165	5.29172	6.52285	112.123	336.647	110.779	140.514	116.25	340.77	114.929	144.862	459619	459513	459754	459606	460759	461053	460751	460769
XII	489372	491136	Interval_959	5	4	TRUE	TRUE	TRUE	TRUE	5.57394	4.8969	4.50399	5.76739;3.72232	5.89518	4.47952	4.1573	6.18644;2.60926	8.24031	6.67444	6.22991	8.78224;4.51155	489432	489372	489427	489393;490588	491064	491014	490995	489748;491136
XII	493987	494269	Interval_960	1	1	TRUE	FALSE	FALSE	FALSE	2.98109	NA	NA	NA	1.49483	NA	NA	NA	3.17649	NA	NA	NA	493987	NA	NA	NA	494269	NA	NA	NA
XII	498178	498805	Interval_961	2	2	FALSE	TRUE	FALSE	TRUE	NA	3.07611	NA	3.47231	NA	1.56041	NA	2.21468	NA	3.32073	NA	4.04174	NA	498178	NA	498627	NA	498773	NA	498805
XII	499852	501275	Interval_962	1	1	TRUE	FALSE	FALSE	FALSE	3.10035	NA	NA	NA	1.66191	NA	NA	NA	3.37283	NA	NA	NA	499852	NA	NA	NA	501275	NA	NA	NA
XII	502237	502441	Interval_963	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.64542	NA	NA	NA	1.08033	NA	NA	NA	2.65062	NA	NA	NA	502237	NA	NA	NA	502441
XII	510275	510956	Interval_964	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	3.57321	3.82687	NA	NA	2.68002	2.7478	NA	NA	4.52988	4.68355	NA	NA	510695	510275	NA	NA	510945	510956
XII	513496	515120	Interval_965	3	3	TRUE	FALSE	TRUE	TRUE	2.8734	NA	2.87722	2.81625	1.3806	NA	1.49697	1.31511	3.00542	NA	3.12412	2.92275	514871	NA	513496	513870	515120	NA	515005	514054
XII	521965	522639	Interval_966	4	4	TRUE	TRUE	TRUE	TRUE	3.71048	3.61137	4.63223	4.94764	2.56412	2.35834	4.23296	4.76643	4.4299	4.24412	6.31938	7.08195	522303	521965	522285	522190	522544	522639	522537	522556
XII	523524	523763	Interval_967	1	1	TRUE	FALSE	FALSE	FALSE	2.98816	NA	NA	NA	1.48446	NA	NA	NA	3.17996	NA	NA	NA	523524	NA	NA	NA	523763	NA	NA	NA
XII	541441	541664	Interval_968	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.64516	NA	NA	NA	1.14221	NA	NA	NA	2.70453	NA	NA	NA	541441	NA	NA	NA	541664
XII	543431	543761	Interval_969	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.99169	NA	NA	NA	1.73994	NA	NA	NA	3.44675	NA	NA	NA	543431	NA	NA	NA	543761
XII	553351	554383	Interval_970	3	3	TRUE	FALSE	TRUE	TRUE	3.21489	NA	2.83078	2.61538	1.86393	NA	1.45672	1.31481	3.61645	NA	3.08794	2.91541	553932	NA	553351	553932	554295	NA	554383	554310
XII	586008	586277	Interval_971	2	2	TRUE	FALSE	TRUE	FALSE	3.52699	NA	3.69468	NA	2.24999	NA	2.63786	NA	4.08383	NA	4.49764	NA	586008	NA	586020	NA	586188	NA	586277	NA
XII	592386	592647	Interval_972	1	1	TRUE	FALSE	FALSE	FALSE	2.94432	NA	NA	NA	1.42472	NA	NA	NA	3.10983	NA	NA	NA	592386	NA	NA	NA	592647	NA	NA	NA
XII	602568	604029	Interval_973	3	3	TRUE	FALSE	TRUE	TRUE	2.7152	NA	3.02706	2.73104	1.18274	NA	1.6781	1.25459	2.75627	NA	3.33472	2.8018	603331	NA	602641	602568	603772	NA	604029	603769
XII	605038	605600	Interval_974	4	4	TRUE	TRUE	TRUE	TRUE	4.77617	3.22738	2.77938	4.0544	4.3166	1.80119	1.35106	3.19256	6.49492	3.56766	2.94402	5.18895	605038	605311	605110	605119	605505	605508	605538	605600
XII	611600	612003	Interval_975	3	3	TRUE	FALSE	TRUE	TRUE	2.8669	NA	3.00355	2.90793	1.38649	NA	1.63791	1.43349	3.00853	NA	3.28602	3.07754	611608	NA	611600	611627	612003	NA	611993	611867
XII	628279	628537	Interval_976	1	1	TRUE	FALSE	FALSE	FALSE	3.06289	NA	NA	NA	1.58352	NA	NA	NA	3.30078	NA	NA	NA	628279	NA	NA	NA	628537	NA	NA	NA
XII	633349	633566	Interval_977	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.46152	NA	NA	NA	2.34607	NA	NA	NA	4.18869	NA	NA	NA	633349	NA	NA	NA	633566
XII	636251	636619	Interval_978	2	2	FALSE	TRUE	FALSE	TRUE	NA	2.97172	NA	3.05581	NA	1.46226	NA	1.68407	NA	3.15499	NA	3.34359	NA	636268	NA	636251	NA	636619	NA	636505
XII	637748	639544	Interval_979	1	1	FALSE	TRUE	FALSE	FALSE	NA	3.40322	NA	NA	NA	2.05128	NA	NA	NA	3.87642	NA	NA	NA	637748	NA	NA	NA	639544	NA	NA
XII	645194	646206	Interval_980	4	4	TRUE	TRUE	TRUE	TRUE	4.07145	2.59852	5.46442	3.14778	3.0753	1.06275	5.74561	2.20108	5.04971	2.64427	8.05928	3.99634	645348	645609	645498	645194	646206	645918	646061	646133
XII	650880	651271	Interval_981	3	3	FALSE	TRUE	TRUE	TRUE	NA	3.92507	4.88944	4.1838	NA	2.76259	4.65342	3.30736	NA	4.74823	6.81511	5.35523	NA	650880	651079	651063	NA	651265	651271	651251
XII	657768	658602	Interval_982	4	4	TRUE	TRUE	TRUE	TRUE	3.70362	4.0024	5.06861	3.36064	2.55074	3.08256	5.12108	2.29846	4.41682	5.09108	7.32436	4.11895	658127	658122	658127	657768	658465	658510	658457	658602
XII	660064	660473	Interval_983	3	3	TRUE	FALSE	TRUE	TRUE	2.72814	NA	4.46043	3.84107	1.20017	NA	4.1106	3.138	2.77636	NA	6.15612	5.14449	660200	NA	660064	660200	660416	NA	660473	660423
XII	664965	665642	Interval_984	3	3	TRUE	FALSE	TRUE	TRUE	3.89268	NA	3.27374	3.70907	2.89461	NA	2.08741	2.60312	4.81355	NA	3.84043	4.50555	665122	NA	664965	665146	665386	NA	665258	665642
XII	674014	674229	Interval_985	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.00182	NA	NA	NA	1.53399	NA	NA	NA	3.21964	NA	NA	NA	674014	NA	NA	NA	674229
XII	677717	678036	Interval_986	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	4.14234	NA	NA	NA	3.36199	NA	NA	NA	5.32382	NA	NA	NA	677717	NA	NA	NA	678036	NA
XII	682505	682704	Interval_987	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.55315	NA	NA	NA	1.02952	NA	NA	NA	2.51419	NA	NA	NA	682505	NA	NA	NA	682704
XII	704012	705077	Interval_988	4	4	TRUE	TRUE	TRUE	TRUE	4.98923	3.35415	4.58223	4.26968	4.87939	1.96259	4.78164	3.53787	7.10134	3.79428	6.93946	5.61394	704174	704327	704123	704012	704753	705077	705043	705077
XII	707129	707487	Interval_989	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	2.7098	2.6386	NA	NA	1.23337	1.07801	NA	NA	2.79858	2.64051	NA	NA	707229	707129	NA	NA	707460	707487
XII	710542	710826	Interval_990	1	1	FALSE	TRUE	FALSE	FALSE	NA	3.42786	NA	NA	NA	2.09424	NA	NA	NA	3.92917	NA	NA	NA	710542	NA	NA	NA	710826	NA	NA
XII	713220	713495	Interval_991	1	1	TRUE	FALSE	FALSE	FALSE	3.41378	NA	NA	NA	2.09897	NA	NA	NA	3.87905	NA	NA	NA	713220	NA	NA	NA	713495	NA	NA	NA
XII	721516	721680	Interval_992	1	1	TRUE	FALSE	FALSE	FALSE	3.17801	NA	NA	NA	1.77161	NA	NA	NA	3.49006	NA	NA	NA	721516	NA	NA	NA	721680	NA	NA	NA
XII	722466	723774	Interval_993	4	4	TRUE	TRUE	TRUE	TRUE	4.04294	3.47383	3.1195	3.07351	3.05807	2.18184	1.72578	1.70792	5.02894	4.00931	3.42963	3.38158	722466	722768	723028	722788	723746	723774	723656	723635
XII	725520	725761	Interval_994	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.83677	NA	NA	NA	1.36487	NA	NA	NA	2.95741	NA	NA	NA	725520	NA	NA	NA	725761
XII	727801	729260	Interval_995	4	4	TRUE	TRUE	TRUE	TRUE	4.88531	3.55729	5.14244	4.12501	4.41401	2.30927	5.40506	3.42525	6.59886	4.18392	7.66997	5.47327	728248	728294	727801	728290	728648	729260	728704	728800
XII	734718	735022	Interval_996	1	1	FALSE	TRUE	FALSE	FALSE	NA	3.3159	NA	NA	NA	1.9026	NA	NA	NA	3.73158	NA	NA	NA	734718	NA	NA	NA	735022	NA	NA
XII	737185	738244	Interval_997	4	4	TRUE	TRUE	TRUE	TRUE	2.83652	3.7247	3.94665	3.00841	1.33044	2.48183	3.12518	1.56762	2.95219	4.41737	5.03164	3.2529	737895	737643	737185	737681	738244	737999	737988	738194
XII	758615	759618	Interval_998	3	3	TRUE	FALSE	TRUE	TRUE	3.58309	NA	3.68247	4.36306	2.49561	NA	2.99181	3.83987	4.3567	NA	4.88464	5.95442	759125	NA	758867	758615	759409	NA	759423	759618
XII	764314	764662	Interval_999	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.19764	NA	NA	NA	2.12952	NA	NA	NA	3.90373	NA	NA	NA	764314	NA	NA	NA	764662	NA
XII	781497	781886	Interval_1000	2	2	TRUE	FALSE	FALSE	TRUE	3.66723	NA	NA	3.47109	2.55407	NA	NA	2.43449	4.4117	NA	NA	4.28689	781528	NA	NA	781497	781886	NA	NA	781772
XII	783548	784698	Interval_1001	3	3	TRUE	FALSE	TRUE	TRUE	4.46155	NA	4.14784	4.01782	3.73503	NA	3.6561	3.0981	5.80869	NA	5.64582	5.09214	783606	NA	783553	783548	784696	NA	784698	784693
XII	787468	787758	Interval_1002	1	1	TRUE	FALSE	FALSE	FALSE	3.12497	NA	NA	NA	1.75914	NA	NA	NA	3.46577	NA	NA	NA	787468	NA	NA	NA	787758	NA	NA	NA
XII	789857	790242	Interval_1003	2	2	FALSE	TRUE	FALSE	TRUE	NA	3.41083	NA	3.25886	NA	2.1053	NA	2.16827	NA	3.95268	NA	3.96719	NA	790026	NA	789857	NA	790242	NA	790126
XII	793694	794181	Interval_1004	1	1	TRUE	FALSE	FALSE	FALSE	3.1663	NA	NA	NA	1.77627	NA	NA	NA	3.50723	NA	NA	NA	793694	NA	NA	NA	794181	NA	NA	NA
XII	795210	795377	Interval_1005	1	1	TRUE	FALSE	FALSE	FALSE	3.28636	NA	NA	NA	1.89223	NA	NA	NA	3.66782	NA	NA	NA	795210	NA	NA	NA	795377	NA	NA	NA
XII	796419	797337	Interval_1006	4	4	TRUE	TRUE	TRUE	TRUE	4.42821	3.65678	3.05127	3.73012	3.6523	2.53911	1.61092	2.76463	5.7198	4.45553	3.30288	4.68488	796419	796445	796601	796461	797337	797187	797328	797211
XII	805171	805697	Interval_1007	3	3	TRUE	TRUE	FALSE	TRUE	3.25447	2.98999	NA	3.08909	1.88379	1.57298	NA	1.85686	3.61371	3.30156	NA	3.57013	805171	805248	NA	805250	805564	805697	NA	805665
XII	808822	809510	Interval_1008	4	4	TRUE	TRUE	TRUE	TRUE	6.07584	4.01408	3.39763	4.46745	6.66607	3.03373	2.24932	3.88072	9.15693	4.99807	4.00764	6.01741	808951	808822	808916	808980	809510	809484	809429	809482
XII	818520	819284	Interval_1009	4	4	TRUE	TRUE	TRUE	TRUE	4.08778	3.96096	3.27764	4.27679	3.12286	2.81418	2.02864	3.4691	5.1014	4.80177	3.77189	5.52644	818542	818736	818624	818520	819284	819136	819226	819212
XII	826707	828698	Interval_1010	4	4	TRUE	TRUE	TRUE	TRUE	3.50648	3.42371	3.30356	3.90096	2.5651	2.08536	2.59787	2.91539	4.41235	3.92313	4.42552	4.88136	828075	826707	828068	828082	828698	828581	828566	828570
XII	830437	830863	Interval_1011	2	2	TRUE	TRUE	FALSE	FALSE	3.15021	3.25976	NA	NA	1.75953	1.94754	NA	NA	3.4709	3.76156	NA	NA	830514	830437	NA	NA	830863	830818	NA	NA
XII	833419	833793	Interval_1012	1	1	FALSE	TRUE	FALSE	FALSE	NA	2.97996	NA	NA	NA	1.48662	NA	NA	NA	3.17186	NA	NA	NA	833419	NA	NA	NA	833793	NA	NA
XII	837547	840134	Interval_1013	5	4	TRUE	TRUE	TRUE	TRUE	3.07448;3.60848	3.78201	3.93901	3.97061	1.69724;2.42663	2.69972	3.08396	3.11237	3.38355;4.24587	4.61805	4.98482	5.11646	837573;839393	837547	839474	839471	838680;840029	839946	839946	840134
XII	848055	848321	Interval_1014	1	1	TRUE	FALSE	FALSE	FALSE	2.69594	NA	NA	NA	1.15959	NA	NA	NA	2.7272	NA	NA	NA	848055	NA	NA	NA	848321	NA	NA	NA
