PeakID (cmd=annotatePeaks.pl SPT5_T0_R1_peaks.broadPeak genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SPT5_T0_R1_peak_89	III	124906	125482	+	13	NA	TTS (YCR007C)	protein_coding-TTS (YCR007C)	1536	YCR007C	YCR007C	YCR007C			YCR007C			protein_coding
SPT5_T0_R1_peak_728	XIV	335909	336108	+	13	NA	promoter-TSS (YNL160W)	protein_coding-promoter-TSS (YNL160W)	-537	YNL160W	YNL160W	YNL160W			YGP1			protein_coding
SPT5_T0_R1_peak_816	XV	772308	772567	+	13	NA	promoter-TSS (YOR231W)	protein_coding-promoter-TSS (YOR231W)	-164	YOR231W	YOR231W	YOR231W			MKK1			protein_coding
SPT5_T0_R1_peak_679	XIII	480577	480761	+	13	NA	promoter-TSS (YMR106C)	protein_coding-promoter-TSS (YMR106C)	24	tK(CUU)M	tK(CUU)M	tK(CUU)M			tK(CUU)M			tRNA
SPT5_T0_R1_peak_760	XIV	726021	726200	+	13	NA	TTS (tL(UAA)N)	tRNA-TTS (tL(UAA)N)	107	tL(UAA)N	tL(UAA)N	tL(UAA)N			tL(UAA)N			tRNA
SPT5_T0_R1_peak_241	MT	13932	14207	+	13	NA	exon (Q0050, exon 1 of 1)	protein_coding-exon (Q0050, exon 1 of 1)	251	Q0065	Q0065	Q0065			AI4			protein_coding
SPT5_T0_R1_peak_314	VI	56099	56778	+	13	NA	promoter-TSS (YFL038C)	protein_coding-promoter-TSS (YFL038C)	102	YFL037W	YFL037W	YFL037W			TUB2			protein_coding
SPT5_T0_R1_peak_606	XII	737896	738244	+	13	NA	promoter-TSS (YLR304C)	protein_coding-promoter-TSS (YLR304C)	-522	YLR304C	YLR304C	YLR304C			ACO1			protein_coding
SPT5_T0_R1_peak_163	IV	1135384	1135592	+	13	NA	promoter-TSS (YDR333C)	protein_coding-promoter-TSS (YDR333C)	-57	YDR333C	YDR333C	YDR333C			RQC1			protein_coding
SPT5_T0_R1_peak_178	IV	1279794	1280036	+	13	NA	exon (YDR406W, exon 1 of 1)	protein_coding-exon (YDR406W, exon 1 of 1)	705	YDR406W	YDR406W	YDR406W			PDR15			protein_coding
SPT5_T0_R1_peak_797	XV	446196	446999	+	13	NA	promoter-TSS (YOR065W)	protein_coding-promoter-TSS (YOR065W)	141	YOR064C	YOR064C	YOR064C			YNG1			protein_coding
SPT5_T0_R1_peak_20	II	28502	28920	+	13	NA	promoter-TSS (YBL101C)	protein_coding-promoter-TSS (YBL101C)	284	YBL100W-C	YBL100W-C	YBL100W-C			YBL100W-C			protein_coding
SPT5_T0_R1_peak_86	III	103603	104511	+	13	NA	promoter-TSS (YCL011C)	protein_coding-promoter-TSS (YCL011C)	293	YCL010C	YCL010C	YCL010C			SGF29			protein_coding
SPT5_T0_R1_peak_204	IX	73510	73694	+	13	NA	promoter-TSS (YIL147C)	protein_coding-promoter-TSS (YIL147C)	-149	YIL147C	YIL147C	YIL147C			SLN1			protein_coding
SPT5_T0_R1_peak_351	VII	284134	284403	+	13	NA	promoter-TSS (YGL119W)	protein_coding-promoter-TSS (YGL119W)	-174	YGL119W	YGL119W	YGL119W			COQ8			protein_coding
SPT5_T0_R1_peak_878	XVI	482116	482327	+	13	NA	promoter-TSS (YPL036W)	protein_coding-promoter-TSS (YPL036W)	-320	YPL037C	YPL037C	YPL037C			EGD1			protein_coding
SPT5_T0_R1_peak_79	III	24443	24671	+	13	NA	promoter-TSS (YCL057C-A)	protein_coding-promoter-TSS (YCL057C-A)	-211	YCL057W	YCL057W	YCL057W			PRD1			protein_coding
SPT5_T0_R1_peak_805	XV	520542	520784	+	13	NA	promoter-TSS (YOR107W)	protein_coding-promoter-TSS (YOR107W)	-690	YOR107W	YOR107W	YOR107W			RGS2			protein_coding
SPT5_T0_R1_peak_475	X	256891	257122	+	13	NA	promoter-TSS (YJL092W)	protein_coding-promoter-TSS (YJL092W)	-194	YJL093C	YJL093C	YJL093C			TOK1			protein_coding
SPT5_T0_R1_peak_431	VIII	189934	190390	+	13	NA	promoter-TSS (YHR041C)	protein_coding-promoter-TSS (YHR041C)	-298	YHR041C	YHR041C	YHR041C			SRB2			protein_coding
SPT5_T0_R1_peak_293	V	400970	401170	+	13	NA	promoter-TSS (YER119C)	protein_coding-promoter-TSS (YER119C)	-65	YER120W	YER120W	YER120W			SCS2			protein_coding
SPT5_T0_R1_peak_663	XIII	296753	297054	+	13	NA	promoter-TSS (YMR013C)	protein_coding-promoter-TSS (YMR013C)	-165	YMR013C	YMR013C	YMR013C			SEC59			protein_coding
SPT5_T0_R1_peak_718	XIV	116692	116982	+	13	NA	promoter-TSS (YNL277W)	protein_coding-promoter-TSS (YNL277W)	158	YNL277W-A	YNL277W-A	YNL277W-A			YNL277W-A			protein_coding
SPT5_T0_R1_peak_708	XIV	51732	51933	+	13	NA	promoter-TSS (YNL309W)	protein_coding-promoter-TSS (YNL309W)	-144	YNL311C	YNL311C	YNL311C			SKP2			protein_coding
SPT5_T0_R1_peak_868	XVI	370734	371008	+	13	NA	promoter-TSS (YPL093W)	protein_coding-promoter-TSS (YPL093W)	-107	YPL093W	YPL093W	YPL093W			NOG1			protein_coding
SPT5_T0_R1_peak_639	XIII	14574	14832	+	13	NA	promoter-TSS (YML129C)	protein_coding-promoter-TSS (YML129C)	50	YML129C	YML129C	YML129C			COX14			protein_coding
SPT5_T0_R1_peak_205	IX	96413	96601	+	13	NA	promoter-TSS (YIL134W)	protein_coding-promoter-TSS (YIL134W)	-132	YIL135C	YIL135C	YIL135C			VHS2			protein_coding
SPT5_T0_R1_peak_476	X	262679	262852	+	13	NA	promoter-TSS (YJL091C)	protein_coding-promoter-TSS (YJL091C)	-213	YJL091C	YJL091C	YJL091C			GWT1			protein_coding
SPT5_T0_R1_peak_254	V	211	482	+	13	NA	promoter-TSS (YEL077W-A)	protein_coding-promoter-TSS (YEL077W-A)	-284	YEL077W-A	YEL077W-A	YEL077W-A			YEL077W-A			protein_coding
SPT5_T0_R1_peak_632	XII	962901	963628	+	13	NA	promoter-TSS (YLR420W)	protein_coding-promoter-TSS (YLR420W)	-209	tL(UAA)L	tL(UAA)L	tL(UAA)L			tL(UAA)L			tRNA
SPT5_T0_R1_peak_653	XIII	219848	220018	+	13	NA	promoter-TSS (YML028W)	protein_coding-promoter-TSS (YML028W)	-205	YML028W	YML028W	YML028W			TSA1			protein_coding
SPT5_T0_R1_peak_125	IV	462361	462524	+	13	NA	promoter-TSS (YDR009W)	protein_coding-promoter-TSS (YDR009W)	160	YDR008C	YDR008C	YDR008C			YDR008C			protein_coding
SPT5_T0_R1_peak_587	XII	514872	515120	+	13	NA	promoter-TSS (YLR179C)	protein_coding-promoter-TSS (YLR179C)	-266	YLR180W	YLR180W	YLR180W			SAM1			protein_coding
SPT5_T0_R1_peak_232	IX	370119	370341	+	13	NA	promoter-TSS (YIR006C)	protein_coding-promoter-TSS (YIR006C)	-187	tE(UUC)I	tE(UUC)I	tE(UUC)I			tE(UUC)I			tRNA
SPT5_T0_R1_peak_83	III	58725	59489	+	13	NA	promoter-TSS (YCL036W)	protein_coding-promoter-TSS (YCL036W)	81	YCL036W	YCL036W	YCL036W			GFD2			protein_coding
SPT5_T0_R1_peak_820	XV	832020	832693	+	13	NA	promoter-TSS (YOR271C)	protein_coding-promoter-TSS (YOR271C)	24	snR8	snR8	snR8			snR8			snoRNA
SPT5_T0_R1_peak_626	XII	903088	903363	+	12	NA	promoter-TSS (YLR389C)	protein_coding-promoter-TSS (YLR389C)	159	YLR390W	YLR390W	YLR390W			ECM19			protein_coding
SPT5_T0_R1_peak_327	VI	219899	220172	+	12	NA	promoter-TSS (YFR031C)	protein_coding-promoter-TSS (YFR031C)	71	YFR031C	YFR031C	YFR031C			SMC2			protein_coding
SPT5_T0_R1_peak_794	XV	427071	427411	+	12	NA	promoter-TSS (YOR052C)	protein_coding-promoter-TSS (YOR052C)	-17	YOR052C	YOR052C	YOR052C			TMC1			protein_coding
SPT5_T0_R1_peak_477	X	278259	278696	+	12	NA	promoter-TSS (YJL083W)	protein_coding-promoter-TSS (YJL083W)	-364	YJL083W	YJL083W	YJL083W			TAX4			protein_coding
SPT5_T0_R1_peak_193	IV	1459551	1460208	+	12	NA	promoter-TSS (YDR505C)	protein_coding-promoter-TSS (YDR505C)	-659	YDR505C	YDR505C	YDR505C			PSP1			protein_coding
SPT5_T0_R1_peak_633	XII	1001925	1002412	+	12	NA	promoter-TSS (YLR431C)	protein_coding-promoter-TSS (YLR431C)	-389	YLR432W	YLR432W	YLR432W			IMD3			protein_coding
SPT5_T0_R1_peak_438	VIII	354911	355111	+	12	NA	TTS (YHR122W)	protein_coding-TTS (YHR122W)	196	YHR123W	YHR123W	YHR123W			EPT1			protein_coding
SPT5_T0_R1_peak_599	XII	660201	660416	+	12	NA	promoter-TSS (YLR258W)	protein_coding-promoter-TSS (YLR258W)	-408	YLR258W	YLR258W	YLR258W			GSY2			protein_coding
SPT5_T0_R1_peak_548	XI	535177	535695	+	12	NA	promoter-TSS (YKR053C)	protein_coding-promoter-TSS (YKR053C)	-155	YKR053C	YKR053C	YKR053C			YSR3			protein_coding
SPT5_T0_R1_peak_7	I	58196	58534	+	12	NA	promoter-TSS (YAL044C)	protein_coding-promoter-TSS (YAL044C)	97	YAL044C	YAL044C	YAL044C			GCV3			protein_coding
SPT5_T0_R1_peak_258	V	33774	33944	+	12	NA	promoter-TSS (YEL062W)	protein_coding-promoter-TSS (YEL062W)	-393	YEL063C	YEL063C	YEL063C			CAN1			protein_coding
SPT5_T0_R1_peak_96	III	224928	225368	+	12	NA	promoter-TSS (YCR059C)	protein_coding-promoter-TSS (YCR059C)	-415	YCR061W	YCR061W	YCR061W			YCR061W			protein_coding
SPT5_T0_R1_peak_188	IV	1411213	1411971	+	12	NA	promoter-TSS (YDR476C)	protein_coding-promoter-TSS (YDR476C)	-465	YDR476C	YDR476C	YDR476C			YDR476C			protein_coding
SPT5_T0_R1_peak_521	XI	146986	147163	+	12	NA	promoter-TSS (YKL162C-A)	protein_coding-promoter-TSS (YKL162C-A)	-1000	YKL162C-A	YKL162C-A	YKL162C-A			YKL162C-A			protein_coding
SPT5_T0_R1_peak_360	VII	420722	421398	+	12	NA	promoter-TSS (YGL040C)	protein_coding-promoter-TSS (YGL040C)	-505	YGL040C	YGL040C	YGL040C			HEM2			protein_coding
SPT5_T0_R1_peak_448	VIII	497384	497673	+	12	NA	promoter-TSS (YHR198C)	protein_coding-promoter-TSS (YHR198C)	-248	YHR198C	YHR198C	YHR198C			AIM18			protein_coding
SPT5_T0_R1_peak_267	V	131280	131599	+	12	NA	promoter-TSS (YEL012W)	protein_coding-promoter-TSS (YEL012W)	-286	tQ(UUG)E2	tQ(UUG)E2	tQ(UUG)E2			tQ(UUG)E2			tRNA
SPT5_T0_R1_peak_787	XV	285684	285860	+	12	NA	promoter-TSS (YOL020W)	protein_coding-promoter-TSS (YOL020W)	-346	YOL021C	YOL021C	YOL021C			DIS3			protein_coding
SPT5_T0_R1_peak_103	IV	60999	61183	+	12	NA	promoter-TSS (YDL221W)	protein_coding-promoter-TSS (YDL221W)	-686	YDL223C	YDL223C	YDL223C			HBT1			protein_coding
SPT5_T0_R1_peak_233	IX	378350	378579	+	12	NA	promoter-TSS (YIR011C)	protein_coding-promoter-TSS (YIR011C)	-22	YIR012W	YIR012W	YIR012W			SQT1			protein_coding
SPT5_T0_R1_peak_702	XIII	904596	904846	+	12	NA	promoter-TSS (YMR316W)	protein_coding-promoter-TSS (YMR316W)	-104	YMR316W	YMR316W	YMR316W			DIA1			protein_coding
SPT5_T0_R1_peak_388	VII	756577	756790	+	12	NA	promoter-TSS (YGR132C)	protein_coding-promoter-TSS (YGR132C)	-213	YGR133W	YGR133W	YGR133W			PEX4			protein_coding
SPT5_T0_R1_peak_371	VII	546303	546484	+	12	NA	promoter-TSS (YGR030C)	protein_coding-promoter-TSS (YGR030C)	-48	YGR031W	YGR031W	YGR031W			IMO32			protein_coding
SPT5_T0_R1_peak_544	XI	462886	463525	+	12	NA	promoter-TSS (YKR011C)	protein_coding-promoter-TSS (YKR011C)	-509	YKR011C	YKR011C	YKR011C			YKR011C			protein_coding
SPT5_T0_R1_peak_105	IV	106591	106947	+	12	NA	promoter-TSS (YDL195W)	protein_coding-promoter-TSS (YDL195W)	28	YDL196W	YDL196W	YDL196W			YDL196W			protein_coding
SPT5_T0_R1_peak_677	XIII	463287	463651	+	12	NA	promoter-TSS (YMR098C)	protein_coding-promoter-TSS (YMR098C)	-85	tD(GUC)M	tD(GUC)M	tD(GUC)M			tD(GUC)M			tRNA
SPT5_T0_R1_peak_307	V	522844	523123	+	12	NA	promoter-TSS (YER168C)	protein_coding-promoter-TSS (YER168C)	-314	YER168C	YER168C	YER168C			CCA1			protein_coding
SPT5_T0_R1_peak_894	XVI	752106	752334	+	12	NA	promoter-TSS (YPR112C)	protein_coding-promoter-TSS (YPR112C)	-37	YPR113W	YPR113W	YPR113W			PIS1			protein_coding
SPT5_T0_R1_peak_427	VIII	134108	134346	+	12	NA	promoter-TSS (YHR015W)	protein_coding-promoter-TSS (YHR015W)	-94	tQ(UUG)H	tQ(UUG)H	tQ(UUG)H			tQ(UUG)H			tRNA
SPT5_T0_R1_peak_145	IV	814092	814287	+	12	NA	promoter-TSS (YDR175C)	protein_coding-promoter-TSS (YDR175C)	-37	YDR175C	YDR175C	YDR175C			RSM24			protein_coding
SPT5_T0_R1_peak_117	IV	366181	366690	+	12	NA	promoter-TSS (YDL049C)	protein_coding-promoter-TSS (YDL049C)	-561	YDL049C	YDL049C	YDL049C			KNH1			protein_coding
SPT5_T0_R1_peak_215	IX	207529	207700	+	12	NA	exon (YIL080W, exon 2 of 2)	pseudogene-exon (YIL080W, exon 2 of 2)	1979	YIL082W	YIL082W	YIL082W			YIL082W			protein_coding
SPT5_T0_R1_peak_174	IV	1261265	1261480	+	12	NA	promoter-TSS (YDR394W)	protein_coding-promoter-TSS (YDR394W)	-309	YDR394W	YDR394W	YDR394W			RPT3			protein_coding
SPT5_T0_R1_peak_239	IX	421607	422013	+	12	NA	promoter-TSS (YIR035C)	protein_coding-promoter-TSS (YIR035C)	-20	YIR035C	YIR035C	YIR035C			YIR035C			protein_coding
SPT5_T0_R1_peak_567	XII	100225	100642	+	12	NA	promoter-TSS (YLL021W)	protein_coding-promoter-TSS (YLL021W)	-232	YLL022C	YLL022C	YLL022C			HIF1			protein_coding
SPT5_T0_R1_peak_744	XIV	480857	481065	+	12	NA	promoter-TSS (YNL077W)	protein_coding-promoter-TSS (YNL077W)	-430	YNL077W	YNL077W	YNL077W			APJ1			protein_coding
SPT5_T0_R1_peak_768	XV	31543	31710	+	11	NA	promoter-TSS (YOL155C)	protein_coding-promoter-TSS (YOL155C)	-20	YOL155C	YOL155C	YOL155C			HPF1			protein_coding
SPT5_T0_R1_peak_529	XI	248151	248383	+	11	NA	promoter-TSS (YKL101W)	protein_coding-promoter-TSS (YKL101W)	100	YKL102C	YKL102C	YKL102C			YKL102C			protein_coding
SPT5_T0_R1_peak_34	II	191928	192287	+	11	NA	promoter-TSS (YBL016W)	protein_coding-promoter-TSS (YBL016W)	-344	YBL016W	YBL016W	YBL016W			FUS3			protein_coding
SPT5_T0_R1_peak_181	IV	1318024	1319120	+	11	NA	promoter-TSS (YDR422C)	protein_coding-promoter-TSS (YDR422C)	703	YDR423C	YDR423C	YDR423C			CAD1			protein_coding
SPT5_T0_R1_peak_673	XIII	420272	420503	+	11	NA	promoter-TSS (YMR076C)	protein_coding-promoter-TSS (YMR076C)	274	tV(AAC)M2	tV(AAC)M2	tV(AAC)M2			tV(AAC)M2			tRNA
SPT5_T0_R1_peak_493	X	598226	598479	+	11	NA	promoter-TSS (YJR091C)	protein_coding-promoter-TSS (YJR091C)	-16	YJR091C	YJR091C	YJR091C			JSN1			protein_coding
SPT5_T0_R1_peak_257	V	16047	16406	+	11	NA	promoter-TSS (YEL071W)	protein_coding-promoter-TSS (YEL071W)	-129	YEL071W	YEL071W	YEL071W			DLD3			protein_coding
SPT5_T0_R1_peak_490	X	543968	544193	+	11	NA	promoter-TSS (YJR057W)	protein_coding-promoter-TSS (YJR057W)	18	YJR057W	YJR057W	YJR057W			CDC8			protein_coding
SPT5_T0_R1_peak_593	XII	603332	603772	+	11	NA	TTS (YLR229C)	protein_coding-TTS (YLR229C)	-1022	YLR230W	YLR230W	YLR230W			YLR230W			protein_coding
SPT5_T0_R1_peak_621	XII	848056	848321	+	11	NA	TTS (YLR360W)	protein_coding-TTS (YLR360W)	936	YLR361C	YLR361C	YLR361C			DCR2			protein_coding
SPT5_T0_R1_peak_23	II	46651	47479	+	11	NA	TTS (YBL091C)	protein_coding-TTS (YBL091C)	115	YBL091C-A	YBL091C-A	YBL091C-A			SCS22			protein_coding
SPT5_T0_R1_peak_325	VI	191181	191646	+	11	NA	TTS (YFR019W)	protein_coding-TTS (YFR019W)	200	tS(GCU)F	tS(GCU)F	tS(GCU)F			tS(GCU)F			tRNA
SPT5_T0_R1_peak_809	XV	648979	649165	+	11	NA	promoter-TSS (YOR166C)	protein_coding-promoter-TSS (YOR166C)	-65	YOR167C	YOR167C	YOR167C			RPS28A			protein_coding
SPT5_T0_R1_peak_395	VII	837032	837249	+	11	NA	promoter-TSS (YGR169C-A)	protein_coding-promoter-TSS (YGR169C-A)	-2	YGR170W	YGR170W	YGR170W			PSD2			protein_coding
SPT5_T0_R1_peak_512	XI	46237	46909	+	11	NA	promoter-TSS (YKL208W)	protein_coding-promoter-TSS (YKL208W)	233	tT(CGU)K	tT(CGU)K	tT(CGU)K			TRT2			tRNA
SPT5_T0_R1_peak_842	XV	1064481	1064938	+	11	NA	promoter-TSS (YOR385W)	protein_coding-promoter-TSS (YOR385W)	-334	YOR385W	YOR385W	YOR385W			YOR385W			protein_coding
SPT5_T0_R1_peak_565	XII	48611	48807	+	11	NA	promoter-TSS (YLL045C)	protein_coding-promoter-TSS (YLL045C)	-80	YLL045C	YLL045C	YLL045C			RPL8B			protein_coding
SPT5_T0_R1_peak_569	XII	167725	168850	+	11	NA	promoter-TSS (YLR010C)	protein_coding-promoter-TSS (YLR010C)	-262	tS(AGA)L	tS(AGA)L	tS(AGA)L			tS(AGA)L			tRNA
SPT5_T0_R1_peak_367	VII	480052	480782	+	11	NA	exon (YGL008C, exon 1 of 1)	protein_coding-exon (YGL008C, exon 1 of 1)	-1765	YGL009C	YGL009C	YGL009C			LEU1			protein_coding
SPT5_T0_R1_peak_269	V	147865	148036	+	11	NA	promoter-TSS (YEL003W)	protein_coding-promoter-TSS (YEL003W)	-226	YEL003W	YEL003W	YEL003W			GIM4			protein_coding
SPT5_T0_R1_peak_551	XI	571068	571281	+	11	NA	promoter-TSS (YKR068C)	protein_coding-promoter-TSS (YKR068C)	-265	YKR068C	YKR068C	YKR068C			BET3			protein_coding
SPT5_T0_R1_peak_717	XIV	110556	110768	+	10	NA	promoter-TSS (YNL279W)	protein_coding-promoter-TSS (YNL279W)	-251	YNL280C	YNL280C	YNL280C			ERG24			protein_coding
SPT5_T0_R1_peak_191	IV	1445882	1446102	+	10	NA	promoter-TSS (YDR497C)	protein_coding-promoter-TSS (YDR497C)	-525	YDR497C	YDR497C	YDR497C			ITR1			protein_coding
SPT5_T0_R1_peak_341	VII	144240	144618	+	10	NA	promoter-TSS (YGL191W)	protein_coding-promoter-TSS (YGL191W)	-379	YGL191W	YGL191W	YGL191W			COX13			protein_coding
SPT5_T0_R1_peak_484	X	414984	415174	+	10	NA	promoter-TSS (YJL011C)	protein_coding-promoter-TSS (YJL011C)	113	tK(CUU)J	tK(CUU)J	tK(CUU)J			tK(CUU)J			tRNA
SPT5_T0_R1_peak_211	IX	160038	160519	+	10	NA	promoter-TSS (YIL108W)	protein_coding-promoter-TSS (YIL108W)	-113	YIL109C	YIL109C	YIL109C			SEC24			protein_coding
SPT5_T0_R1_peak_731	XIV	345809	346156	+	10	NA	promoter-TSS (YNL152W)	protein_coding-promoter-TSS (YNL152W)	76	YNL153C	YNL153C	YNL153C			GIM3			protein_coding
