Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
NA	TTS (YNL327W)	protein_coding-TTS (YNL327W)	788	YNL326C	YNL326C	YNL326C			PFA3			protein_coding
NA	promoter-TSS (YNL320W)	protein_coding-promoter-TSS (YNL320W)	-327	YNL320W	YNL320W	YNL320W			YNL320W			protein_coding
NA	promoter-TSS (YNL309W)	protein_coding-promoter-TSS (YNL309W)	-144	YNL311C	YNL311C	YNL311C			SKP2			protein_coding
NA	promoter-TSS (YNL306W)	protein_coding-promoter-TSS (YNL306W)	-261	YNL307C	YNL307C	YNL307C			MCK1			protein_coding
NA	promoter-TSS (YNL304W)	protein_coding-promoter-TSS (YNL304W)	-240	YNL305C	YNL305C	YNL305C			BXI1			protein_coding
NA	promoter-TSS (YNL302C)	protein_coding-promoter-TSS (YNL302C)	-375	YNL302C	YNL302C	YNL302C			RPS19B			protein_coding
NA	promoter-TSS (YNL300W)	protein_coding-promoter-TSS (YNL300W)	-480	YNL300W	YNL300W	YNL300W			TOS6			protein_coding
NA	promoter-TSS (YNL298W)	protein_coding-promoter-TSS (YNL298W)	-212	YNL298W	YNL298W	YNL298W			CLA4			protein_coding
NA	promoter-TSS (YNL295W)	protein_coding-promoter-TSS (YNL295W)	-123	YNL295W	YNL295W	YNL295W			YNL295W			protein_coding
NA	promoter-TSS (YNL289W)	protein_coding-promoter-TSS (YNL289W)	-540	YNL289W	YNL289W	YNL289W			PCL1			protein_coding
NA	promoter-TSS (YNL288W)	protein_coding-promoter-TSS (YNL288W)	338	snR40	snR40	snR40			snR40			snoRNA
NA	promoter-TSS (tG(UCC)N)	tRNA-promoter-TSS (tG(UCC)N)	15	tG(UCC)N	tG(UCC)N	tG(UCC)N			SUF6			tRNA
NA	promoter-TSS (YNL284C)	protein_coding-promoter-TSS (YNL284C)	-264	tT(AGU)N1	tT(AGU)N1	tT(AGU)N1			tT(AGU)N1			tRNA
NA	promoter-TSS (YNL282W)	protein_coding-promoter-TSS (YNL282W)	-304	YNL282W	YNL282W	YNL282W			POP3			protein_coding
NA	promoter-TSS (YNL279W)	protein_coding-promoter-TSS (YNL279W)	-92	YNL280C	YNL280C	YNL280C			ERG24			protein_coding
NA	promoter-TSS (YNL278W)	protein_coding-promoter-TSS (YNL278W)	-398	YNL278W	YNL278W	YNL278W			CAF120			protein_coding
NA	promoter-TSS (YNL277W)	protein_coding-promoter-TSS (YNL277W)	129	YNL277W-A	YNL277W-A	YNL277W-A			YNL277W-A			protein_coding
NA	promoter-TSS (YNL268W)	protein_coding-promoter-TSS (YNL268W)	-363	YNL268W	YNL268W	YNL268W			LYP1			protein_coding
NA	promoter-TSS (YNL252C)	protein_coding-promoter-TSS (YNL252C)	-724	YNL252C	YNL252C	YNL252C			MRPL17			protein_coding
NA	promoter-TSS (YNL243W)	protein_coding-promoter-TSS (YNL243W)	-141	YNL244C	YNL244C	YNL244C			SUI1			protein_coding
NA	promoter-TSS (YNL241C)	protein_coding-promoter-TSS (YNL241C)	-627	YNL241C	YNL241C	YNL241C			ZWF1			protein_coding
NA	promoter-TSS (YNL234W)	protein_coding-promoter-TSS (YNL234W)	-46	YNL235C	YNL235C	YNL235C			YNL235C			protein_coding
NA	promoter-TSS (YNL232W)	protein_coding-promoter-TSS (YNL232W)	-279	YNL232W	YNL232W	YNL232W			CSL4			protein_coding
NA	promoter-TSS (YNL231C)	protein_coding-promoter-TSS (YNL231C)	-452	YNL231C	YNL231C	YNL231C			PDR16			protein_coding
NA	promoter-TSS (YNL217W)	protein_coding-promoter-TSS (YNL217W)	-207	YNL217W	YNL217W	YNL217W			YNL217W			protein_coding
NA	promoter-TSS (YNL193W)	protein_coding-promoter-TSS (YNL193W)	-278	YNL193W	YNL193W	YNL193W			YNL193W			protein_coding
NA	promoter-TSS (YNL192W)	protein_coding-promoter-TSS (YNL192W)	-448	YNL192W	YNL192W	YNL192W			CHS1			protein_coding
NA	promoter-TSS (YNL190W)	protein_coding-promoter-TSS (YNL190W)	-654	YNL190W	YNL190W	YNL190W			YNL190W			protein_coding
NA	promoter-TSS (YNL178W)	protein_coding-promoter-TSS (YNL178W)	-722	YNL179C	YNL179C	YNL179C			YNL179C			protein_coding
NA	promoter-TSS (YNL172W)	protein_coding-promoter-TSS (YNL172W)	-204	YNL173C	YNL173C	YNL173C			MDG1			protein_coding
NA	promoter-TSS (YNL169C)	protein_coding-promoter-TSS (YNL169C)	-527	YNL169C	YNL169C	YNL169C			PSD1			protein_coding
NA	promoter-TSS (YNL162W)	protein_coding-promoter-TSS (YNL162W)	-215	YNL162W	YNL162W	YNL162W			RPL42A			protein_coding
NA	promoter-TSS (YNL160W)	protein_coding-promoter-TSS (YNL160W)	-565	YNL160W	YNL160W	YNL160W			YGP1			protein_coding
NA	TTS (YNL159C)	protein_coding-TTS (YNL159C)	1190	YNL159C	YNL159C	YNL159C			ASI2			protein_coding
NA	promoter-TSS (YNL157W)	protein_coding-promoter-TSS (YNL157W)	313	YNL158W	YNL158W	YNL158W			PGA1			protein_coding
NA	promoter-TSS (YNL152W)	protein_coding-promoter-TSS (YNL152W)	76	YNL153C	YNL153C	YNL153C			GIM3			protein_coding
NA	promoter-TSS (YNL147W)	protein_coding-promoter-TSS (YNL147W)	391	YNL148C	YNL148C	YNL148C			ALF1			protein_coding
NA	promoter-TSS (YNL145W)	protein_coding-promoter-TSS (YNL145W)	-49	YNL146C-A	YNL146C-A	YNL146C-A			YNL146C-A			protein_coding
NA	promoter-TSS (YNL145W)	protein_coding-promoter-TSS (YNL145W)	323	YNL146W	YNL146W	YNL146W			YNL146W			protein_coding
NA	promoter-TSS (YNL144C)	protein_coding-promoter-TSS (YNL144C)	-583	YNL144C	YNL144C	YNL144C			YNL144C			protein_coding
NA	promoter-TSS (YNL138W)	protein_coding-promoter-TSS (YNL138W)	-316	YNL138W	YNL138W	YNL138W			SRV2			protein_coding
NA	promoter-TSS (YNL137C)	protein_coding-promoter-TSS (YNL137C)	136	YNL136W	YNL136W	YNL136W			EAF7			protein_coding
NA	promoter-TSS (YNL134C)	protein_coding-promoter-TSS (YNL134C)	-104	YNL134C	YNL134C	YNL134C			YNL134C			protein_coding
NA	promoter-TSS (YNL132W)	protein_coding-promoter-TSS (YNL132W)	91	tF(GAA)N	tF(GAA)N	tF(GAA)N			tF(GAA)N			tRNA
NA	promoter-TSS (YNL124W)	protein_coding-promoter-TSS (YNL124W)	-272	YNL124W	YNL124W	YNL124W			NAF1			protein_coding
NA	promoter-TSS (YNL122C)	protein_coding-promoter-TSS (YNL122C)	75	YNL122C	YNL122C	YNL122C			YNL122C			protein_coding
NA	promoter-TSS (YNL117W)	protein_coding-promoter-TSS (YNL117W)	-284	YNL118C	YNL118C	YNL118C			DCP2			protein_coding
NA	promoter-TSS (YNL113W)	protein_coding-promoter-TSS (YNL113W)	-243	YNL113W	YNL113W	YNL113W			RPC19			protein_coding
NA	TTS (YNL111C)	protein_coding-TTS (YNL111C)	1197	YNL111C	YNL111C	YNL111C			CYB5			protein_coding
NA	promoter-TSS (YNL111C)	protein_coding-promoter-TSS (YNL111C)	-373	YNL111C	YNL111C	YNL111C			CYB5			protein_coding
NA	promoter-TSS (YNL103W)	protein_coding-promoter-TSS (YNL103W)	-487	YNL103W	YNL103W	YNL103W			MET4			protein_coding
NA	promoter-TSS (YNL100W)	protein_coding-promoter-TSS (YNL100W)	-19	YNL100W	YNL100W	YNL100W			MIC27			protein_coding
NA	promoter-TSS (YNL097C-B)	protein_coding-promoter-TSS (YNL097C-B)	-45	YNL097C-B	YNL097C-B	YNL097C-B			YNL097C-B			protein_coding
NA	promoter-TSS (YNL097C)	protein_coding-promoter-TSS (YNL097C)	-268	tL(CAA)N	tL(CAA)N	tL(CAA)N			tL(CAA)N			tRNA
NA	promoter-TSS (YNL096C)	protein_coding-promoter-TSS (YNL096C)	-280	YNL096C	YNL096C	YNL096C			RPS7B			protein_coding
NA	promoter-TSS (YNL090W)	protein_coding-promoter-TSS (YNL090W)	-403	YNL090W	YNL090W	YNL090W			RHO2			protein_coding
NA	promoter-TSS (YNL085W)	protein_coding-promoter-TSS (YNL085W)	244	YNL086W	YNL086W	YNL086W			SNN1			protein_coding
NA	promoter-TSS (YNL078W)	protein_coding-promoter-TSS (YNL078W)	-103	YNL078W	YNL078W	YNL078W			NIS1			protein_coding
NA	promoter-TSS (YNL077W)	protein_coding-promoter-TSS (YNL077W)	-430	YNL077W	YNL077W	YNL077W			APJ1			protein_coding
NA	promoter-TSS (YNL076W)	protein_coding-promoter-TSS (YNL076W)	-178	YNL076W	YNL076W	YNL076W			MKS1			protein_coding
NA	promoter-TSS (YNL071W)	protein_coding-promoter-TSS (YNL071W)	-345	YNL071W	YNL071W	YNL071W			LAT1			protein_coding
NA	promoter-TSS (YNL069C)	protein_coding-promoter-TSS (YNL069C)	-45	YNL069C	YNL069C	YNL069C			RPL16B			protein_coding
NA	TTS (YNL067W-B)	protein_coding-TTS (YNL067W-B)	277	YNL067W	YNL067W	YNL067W			RPL9B			protein_coding
NA	promoter-TSS (YNL065W)	protein_coding-promoter-TSS (YNL065W)	-562	YNL065W	YNL065W	YNL065W			AQR1			protein_coding
NA	promoter-TSS (YNL063W)	protein_coding-promoter-TSS (YNL063W)	-257	YNL063W	YNL063W	YNL063W			MTQ1			protein_coding
NA	promoter-TSS (YNL059C)	protein_coding-promoter-TSS (YNL059C)	-446	YNL059C	YNL059C	YNL059C			ARP5			protein_coding
NA	promoter-TSS (YNL054W-A)	protein_coding-promoter-TSS (YNL054W-A)	159	tD(GUC)N	tD(GUC)N	tD(GUC)N			tD(GUC)N			tRNA
NA	promoter-TSS (YNL054W)	protein_coding-promoter-TSS (YNL054W)	-446	YNL054W	YNL054W	YNL054W			VAC7			protein_coding
NA	promoter-TSS (YNL042W)	protein_coding-promoter-TSS (YNL042W)	109	YNL042W-B	YNL042W-B	YNL042W-B			YNL042W-B			protein_coding
NA	promoter-TSS (YNL036W)	protein_coding-promoter-TSS (YNL036W)	-293	YNL036W	YNL036W	YNL036W			NCE103			protein_coding
NA	TTS (YNL036W)	protein_coding-TTS (YNL036W)	161	tT(AGU)N2	tT(AGU)N2	tT(AGU)N2			tT(AGU)N2			tRNA
NA	promoter-TSS (tP(UGG)N2)	tRNA-promoter-TSS (tP(UGG)N2)	-311	tP(UGG)N2	tP(UGG)N2	tP(UGG)N2			tP(UGG)N2			tRNA
NA	promoter-TSS (YNL034W)	protein_coding-promoter-TSS (YNL034W)	-33	YNL035C	YNL035C	YNL035C			YNL035C			protein_coding
NA	promoter-TSS (YNL030W)	protein_coding-promoter-TSS (YNL030W)	-184	YNL030W	YNL030W	YNL030W			HHF2			protein_coding
NA	promoter-TSS (YNL027W)	protein_coding-promoter-TSS (YNL027W)	-163	YNL029C	YNL029C	YNL029C			KTR5			protein_coding
NA	promoter-TSS (YNL024C-A)	protein_coding-promoter-TSS (YNL024C-A)	-121	YNL024C-A	YNL024C-A	YNL024C-A			KSH1			protein_coding
NA	promoter-TSS (YNL016W)	protein_coding-promoter-TSS (YNL016W)	27	tI(AAU)N2	tI(AAU)N2	tI(AAU)N2			tI(AAU)N2			tRNA
NA	promoter-TSS (YNL015W)	protein_coding-promoter-TSS (YNL015W)	-250	YNL015W	YNL015W	YNL015W			PBI2			protein_coding
NA	promoter-TSS (YNL006W)	protein_coding-promoter-TSS (YNL006W)	-165	YNL006W	YNL006W	YNL006W			LST8			protein_coding
NA	promoter-TSS (tN(GUU)N2)	tRNA-promoter-TSS (tN(GUU)N2)	-146	tP(AGG)N	tP(AGG)N	tP(AGG)N			SUF10			tRNA
NA	promoter-TSS (YNR002C)	protein_coding-promoter-TSS (YNR002C)	-147	YNR002C	YNR002C	YNR002C			ATO2			protein_coding
NA	promoter-TSS (YNR013C)	protein_coding-promoter-TSS (YNR013C)	-361	YNR013C	YNR013C	YNR013C			PHO91			protein_coding
NA	promoter-TSS (YNR018W)	protein_coding-promoter-TSS (YNR018W)	-546	YNR018W	YNR018W	YNR018W			RCF2			protein_coding
NA	promoter-TSS (YNR024W)	protein_coding-promoter-TSS (YNR024W)	19	YNR024W	YNR024W	YNR024W			MPP6			protein_coding
NA	promoter-TSS (YNR034W-A)	protein_coding-promoter-TSS (YNR034W-A)	-452	YNR034W-A	YNR034W-A	YNR034W-A			YNR034W-A			protein_coding
NA	promoter-TSS (YNR047W)	protein_coding-promoter-TSS (YNR047W)	-289	YNR047W	YNR047W	YNR047W			FPK1			protein_coding
NA	TTS (tL(UAA)N)	tRNA-TTS (tL(UAA)N)	107	tL(UAA)N	tL(UAA)N	tL(UAA)N			tL(UAA)N			tRNA
NA	promoter-TSS (YNR059W)	protein_coding-promoter-TSS (YNR059W)	-297	YNR059W	YNR059W	YNR059W			MNT4			protein_coding
NA	promoter-TSS (YNR060W)	protein_coding-promoter-TSS (YNR060W)	-527	YNR060W	YNR060W	YNR060W			FRE4			protein_coding
NA	promoter-TSS (YNR069C)	protein_coding-promoter-TSS (YNR069C)	-600	YNR069C	YNR069C	YNR069C			BSC5			protein_coding
NA	Intergenic	Intergenic	-1060	YNR070W	YNR070W	YNR070W			PDR18			protein_coding
NA	promoter-TSS (YNR077C)	protein_coding-promoter-TSS (YNR077C)	-273	YNR077C	YNR077C	YNR077C			YNR077C			protein_coding
NA	promoter-TSS (YOL166W-A)	protein_coding-promoter-TSS (YOL166W-A)	-132	YOL166W-A	YOL166W-A	YOL166W-A			YOL166W-A			protein_coding
NA	promoter-TSS (YOL164W)	protein_coding-promoter-TSS (YOL164W)	-966	YOL164W	YOL164W	YOL164W			BDS1			protein_coding
NA	promoter-TSS (YOL158C)	protein_coding-promoter-TSS (YOL158C)	-154	YOL158C	YOL158C	YOL158C			ENB1			protein_coding
NA	TTS (YOL155C)	protein_coding-TTS (YOL155C)	710	YOL155W-A	YOL155W-A	YOL155W-A			YOL155W-A			protein_coding
NA	promoter-TSS (YOL155C)	protein_coding-promoter-TSS (YOL155C)	-20	YOL155C	YOL155C	YOL155C			HPF1			protein_coding
NA	promoter-TSS (YOL155C)	protein_coding-promoter-TSS (YOL155C)	-435	YOL155C	YOL155C	YOL155C			HPF1			protein_coding
NA	promoter-TSS (YOL151W)	protein_coding-promoter-TSS (YOL151W)	-202	YOL151W	YOL151W	YOL151W			GRE2			protein_coding
NA	promoter-TSS (YOL151W)	protein_coding-promoter-TSS (YOL151W)	14	YOL151W	YOL151W	YOL151W			GRE2			protein_coding
NA	promoter-TSS (YOL141W)	protein_coding-promoter-TSS (YOL141W)	-65	YOL142W	YOL142W	YOL142W			RRP40			protein_coding
NA	promoter-TSS (YOL133W)	protein_coding-promoter-TSS (YOL133W)	406	YOL135C	YOL135C	YOL135C			MED7			protein_coding
NA	promoter-TSS (YOL127W)	protein_coding-promoter-TSS (YOL127W)	-308	YOL127W	YOL127W	YOL127W			RPL25			protein_coding
NA	exon (YOL126C, exon 1 of 1)	protein_coding-exon (YOL126C, exon 1 of 1)	381	YOL126C	YOL126C	YOL126C			MDH2			protein_coding
NA	promoter-TSS (YOL121C)	protein_coding-promoter-TSS (YOL121C)	-415	YOL121C	YOL121C	YOL121C			RPS19A			protein_coding
NA	promoter-TSS (YOL120C)	protein_coding-promoter-TSS (YOL120C)	-127	YOL120C	YOL120C	YOL120C			RPL18A			protein_coding
NA	promoter-TSS (YOL113W)	protein_coding-promoter-TSS (YOL113W)	-78	YOL114C	YOL114C	YOL114C			YOL114C			protein_coding
NA	promoter-TSS (YOL109W)	protein_coding-promoter-TSS (YOL109W)	536	YOL110W	YOL110W	YOL110W			SHR5			protein_coding
NA	promoter-TSS (tG(UCC)O)	tRNA-promoter-TSS (tG(UCC)O)	20	tG(UCC)O	tG(UCC)O	tG(UCC)O			SUF1			tRNA
NA	promoter-TSS (YOL103W-A)	protein_coding-promoter-TSS (YOL103W-A)	-124	YOL103W-A	YOL103W-A	YOL103W-A			YOL103W-A			protein_coding
NA	promoter-TSS (YOL100W)	protein_coding-promoter-TSS (YOL100W)	-454	YOL101C	YOL101C	YOL101C			IZH4			protein_coding
NA	promoter-TSS (YOL097W-A)	protein_coding-promoter-TSS (YOL097W-A)	-54	YOL098C	YOL098C	YOL098C			YOL098C			protein_coding
NA	TTS (YOL086W-A)	protein_coding-TTS (YOL086W-A)	163	YOL086C	YOL086C	YOL086C			ADH1			protein_coding
NA	promoter-TSS (YOL082W)	protein_coding-promoter-TSS (YOL082W)	-452	YOL082W	YOL082W	YOL082W			ATG19			protein_coding
NA	promoter-TSS (YOL081W)	protein_coding-promoter-TSS (YOL081W)	-589	YOL081W	YOL081W	YOL081W			IRA2			protein_coding
NA	promoter-TSS (YOL078W)	protein_coding-promoter-TSS (YOL078W)	-32	YOL080C	YOL080C	YOL080C			REX4			protein_coding
NA	promoter-TSS (YOL059W)	protein_coding-promoter-TSS (YOL059W)	-360	YOL060C	YOL060C	YOL060C			MAM3			protein_coding
NA	promoter-TSS (YOL058W)	protein_coding-promoter-TSS (YOL058W)	-449	YOL058W	YOL058W	YOL058W			ARG1			protein_coding
NA	promoter-TSS (YOL053W)	protein_coding-promoter-TSS (YOL053W)	83	YOL053W	YOL053W	YOL053W			AIM39			protein_coding
NA	exon (YOL052C, exon 1 of 1)	protein_coding-exon (YOL052C, exon 1 of 1)	315	YOL052C	YOL052C	YOL052C			SPE2			protein_coding
NA	promoter-TSS (YOL039W)	protein_coding-promoter-TSS (YOL039W)	-342	YOL040C	YOL040C	YOL040C			RPS15			protein_coding
NA	promoter-TSS (YOL038C-A)	protein_coding-promoter-TSS (YOL038C-A)	-9	YOL038W	YOL038W	YOL038W			PRE6			protein_coding
NA	promoter-TSS (YOL030W)	protein_coding-promoter-TSS (YOL030W)	-301	YOL031C	YOL031C	YOL031C			SIL1			protein_coding
NA	promoter-TSS (YOL025W)	protein_coding-promoter-TSS (YOL025W)	12	YOL026C	YOL026C	YOL026C			MIM1			protein_coding
NA	promoter-TSS (YOL020W)	protein_coding-promoter-TSS (YOL020W)	-284	YOL021C	YOL021C	YOL021C			DIS3			protein_coding
NA	promoter-TSS (YOL019W)	protein_coding-promoter-TSS (YOL019W)	-19	YOL019W-A	YOL019W-A	YOL019W-A			YOL019W-A			protein_coding
NA	promoter-TSS (YOL015W)	protein_coding-promoter-TSS (YOL015W)	-467	YOL016C	YOL016C	YOL016C			CMK2			protein_coding
NA	promoter-TSS (YOL011W)	protein_coding-promoter-TSS (YOL011W)	-661	YOL012C	YOL012C	YOL012C			HTZ1			protein_coding
NA	promoter-TSS (YOL007C)	protein_coding-promoter-TSS (YOL007C)	-320	YOL007C	YOL007C	YOL007C			CSI2			protein_coding
NA	promoter-TSS (YOL004W)	protein_coding-promoter-TSS (YOL004W)	-88	YOL005C	YOL005C	YOL005C			RPB11			protein_coding
NA	TTS (YOR002W)	protein_coding-TTS (YOR002W)	121	YOR003W	YOR003W	YOR003W			YSP3			protein_coding
NA	promoter-TSS (YOR008C-A)	protein_coding-promoter-TSS (YOR008C-A)	-267	YOR008W-B	YOR008W-B	YOR008W-B			YOR008W-B			protein_coding
NA	promoter-TSS (YOR011W)	protein_coding-promoter-TSS (YOR011W)	-146	YOR011W	YOR011W	YOR011W			AUS1			protein_coding
NA	promoter-TSS (YOR020C)	protein_coding-promoter-TSS (YOR020C)	-405	YOR020C	YOR020C	YOR020C			HSP10			protein_coding
NA	promoter-TSS (YOR023C)	protein_coding-promoter-TSS (YOR023C)	54	YOR024W	YOR024W	YOR024W			YOR024W			protein_coding
NA	TTS (YOR027W)	protein_coding-TTS (YOR027W)	1223	YOR028C	YOR028C	YOR028C			CIN5			protein_coding
NA	promoter-TSS (YOR028C)	protein_coding-promoter-TSS (YOR028C)	563	YOR029W	YOR029W	YOR029W			YOR029W			protein_coding
NA	promoter-TSS (YOR032C)	protein_coding-promoter-TSS (YOR032C)	-500	YOR032W-A	YOR032W-A	YOR032W-A			YOR032W-A			protein_coding
NA	promoter-TSS (YOR042W)	protein_coding-promoter-TSS (YOR042W)	31	snR9	snR9	snR9			snR9			snoRNA
NA	promoter-TSS (YOR047C)	protein_coding-promoter-TSS (YOR047C)	-399	YOR047C	YOR047C	YOR047C			STD1			protein_coding
NA	promoter-TSS (YOR049C)	protein_coding-promoter-TSS (YOR049C)	187	YOR050C	YOR050C	YOR050C			YOR050C			protein_coding
NA	promoter-TSS (YOR052C)	protein_coding-promoter-TSS (YOR052C)	-145	YOR052C	YOR052C	YOR052C			TMC1			protein_coding
NA	promoter-TSS (YOR054C)	protein_coding-promoter-TSS (YOR054C)	-220	YOR054C	YOR054C	YOR054C			VHS3			protein_coding
NA	promoter-TSS (YOR056C)	protein_coding-promoter-TSS (YOR056C)	-279	YOR057W	YOR057W	YOR057W			SGT1			protein_coding
NA	TTS (YOR059C)	protein_coding-TTS (YOR059C)	300	tK(UUU)O	tK(UUU)O	tK(UUU)O			tK(UUU)O			tRNA
NA	promoter-TSS (YOR062C)	protein_coding-promoter-TSS (YOR062C)	-370	YOR062C	YOR062C	YOR062C			YOR062C			protein_coding
NA	promoter-TSS (YOR065W)	protein_coding-promoter-TSS (YOR065W)	115	YOR064C	YOR064C	YOR064C			YNG1			protein_coding
NA	promoter-TSS (YOR071C)	protein_coding-promoter-TSS (YOR071C)	456	YOR072W-A	YOR072W-A	YOR072W-A			YOR072W-A			protein_coding
NA	promoter-TSS (YOR076C)	protein_coding-promoter-TSS (YOR076C)	204	YOR077W	YOR077W	YOR077W			RTS2			protein_coding
NA	promoter-TSS (YOR081C)	protein_coding-promoter-TSS (YOR081C)	-302	YOR082C	YOR082C	YOR082C			YOR082C			protein_coding
NA	promoter-TSS (YOR085W)	protein_coding-promoter-TSS (YOR085W)	-86	YOR085W	YOR085W	YOR085W			OST3			protein_coding
NA	promoter-TSS (YOR086C)	protein_coding-promoter-TSS (YOR086C)	-32	tN(GUU)O2	tN(GUU)O2	tN(GUU)O2			tN(GUU)O2			tRNA
NA	promoter-TSS (YOR092W)	protein_coding-promoter-TSS (YOR092W)	-656	YOR092W	YOR092W	YOR092W			ECM3			protein_coding
NA	promoter-TSS (YOR095C)	protein_coding-promoter-TSS (YOR095C)	-565	YOR096W	YOR096W	YOR096W			RPS7A			protein_coding
NA	promoter-TSS (YOR098C)	protein_coding-promoter-TSS (YOR098C)	-288	YOR099W	YOR099W	YOR099W			KTR1			protein_coding
NA	promoter-TSS (YOR100C)	protein_coding-promoter-TSS (YOR100C)	-359	YOR100C	YOR100C	YOR100C			CRC1			protein_coding
NA	promoter-TSS (YOR107W)	protein_coding-promoter-TSS (YOR107W)	-686	YOR107W	YOR107W	YOR107W			RGS2			protein_coding
NA	promoter-TSS (YOR108W)	protein_coding-promoter-TSS (YOR108W)	-227	YOR108W	YOR108W	YOR108W			LEU9			protein_coding
NA	promoter-TSS (YOR119C)	protein_coding-promoter-TSS (YOR119C)	-404	YOR119C	YOR119C	YOR119C			RIO1			protein_coding
NA	promoter-TSS (YOR134W)	protein_coding-promoter-TSS (YOR134W)	-279	YOR134W	YOR134W	YOR134W			BAG7			protein_coding
NA	promoter-TSS (YOR136W)	protein_coding-promoter-TSS (YOR136W)	-465	YOR136W	YOR136W	YOR136W			IDH2			protein_coding
NA	promoter-TSS (YOR138C)	protein_coding-promoter-TSS (YOR138C)	-311	YOR138C	YOR138C	YOR138C			RUP1			protein_coding
NA	promoter-TSS (YOR145C)	protein_coding-promoter-TSS (YOR145C)	-39	YOR145C	YOR145C	YOR145C			PNO1			protein_coding
NA	promoter-TSS (YOR152C)	protein_coding-promoter-TSS (YOR152C)	-585	YOR153W	YOR153W	YOR153W			PDR5			protein_coding
NA	promoter-TSS (YOR155C)	protein_coding-promoter-TSS (YOR155C)	-395	YOR155C	YOR155C	YOR155C			ISN1			protein_coding
NA	promoter-TSS (YOR157C)	protein_coding-promoter-TSS (YOR157C)	-100	YOR158W	YOR158W	YOR158W			PET123			protein_coding
NA	promoter-TSS (YOR161C)	protein_coding-promoter-TSS (YOR161C)	169	YOR161C-C	YOR161C-C	YOR161C-C			YOR161C-C			protein_coding
NA	promoter-TSS (YOR166C)	protein_coding-promoter-TSS (YOR166C)	156	YOR167C	YOR167C	YOR167C			RPS28A			protein_coding
NA	promoter-TSS (YOR173W)	protein_coding-promoter-TSS (YOR173W)	-504	YOR173W	YOR173W	YOR173W			DCS2			protein_coding
NA	TTS (YOR176W)	protein_coding-TTS (YOR176W)	275	tV(AAC)O	tV(AAC)O	tV(AAC)O			tV(AAC)O			tRNA
NA	promoter-TSS (YOR178C)	protein_coding-promoter-TSS (YOR178C)	-909	YOR178C	YOR178C	YOR178C			GAC1			protein_coding
NA	promoter-TSS (YOR182C)	protein_coding-promoter-TSS (YOR182C)	161	YOR183W	YOR183W	YOR183W			FYV12			protein_coding
NA	promoter-TSS (YOR185C)	protein_coding-promoter-TSS (YOR185C)	-73	YOR186W	YOR186W	YOR186W			YOR186W			protein_coding
NA	promoter-TSS (YOR189W)	protein_coding-promoter-TSS (YOR189W)	-47	YOR189W	YOR189W	YOR189W			IES4			protein_coding
NA	promoter-TSS (YOR192C)	protein_coding-promoter-TSS (YOR192C)	-797	YOR192C	YOR192C	YOR192C			THI72			protein_coding
NA	promoter-TSS (YOR196C)	protein_coding-promoter-TSS (YOR196C)	-38	YOR197W	YOR197W	YOR197W			MCA1			protein_coding
NA	promoter-TSS (YOR211C)	protein_coding-promoter-TSS (YOR211C)	-491	YOR212W	YOR212W	YOR212W			STE4			protein_coding
NA	promoter-TSS (YOR221C)	protein_coding-promoter-TSS (YOR221C)	-226	YOR221C	YOR221C	YOR221C			MCT1			protein_coding
NA	promoter-TSS (YOR224C)	protein_coding-promoter-TSS (YOR224C)	58	YOR226C	YOR226C	YOR226C			ISU2			protein_coding
NA	promoter-TSS (YOR230W)	protein_coding-promoter-TSS (YOR230W)	-599	YOR230W	YOR230W	YOR230W			WTM1			protein_coding
NA	promoter-TSS (YOR231W)	protein_coding-promoter-TSS (YOR231W)	-164	YOR231W	YOR231W	YOR231W			MKK1			protein_coding
NA	promoter-TSS (YOR234C)	protein_coding-promoter-TSS (YOR234C)	127	snR17a	snR17a	snR17a			snR17a			snoRNA
NA	promoter-TSS (YOR246C)	protein_coding-promoter-TSS (YOR246C)	-350	YOR246C	YOR246C	YOR246C			ENV9			protein_coding
NA	promoter-TSS (YOR260W)	protein_coding-promoter-TSS (YOR260W)	643	YOR259C	YOR259C	YOR259C			RPT4			protein_coding
NA	promoter-TSS (YOR261C)	protein_coding-promoter-TSS (YOR261C)	-116	YOR261C	YOR261C	YOR261C			RPN8			protein_coding
NA	promoter-TSS (YOR268C)	protein_coding-promoter-TSS (YOR268C)	58	YOR268C	YOR268C	YOR268C			YOR268C			protein_coding
NA	promoter-TSS (YOR271C)	protein_coding-promoter-TSS (YOR271C)	11	snR8	snR8	snR8			snR8			snoRNA
NA	TTS (YOR272W)	protein_coding-TTS (YOR272W)	1675	YOR273C	YOR273C	YOR273C			TPO4			protein_coding
NA	promoter-TSS (YOR273C)	protein_coding-promoter-TSS (YOR273C)	-492	YOR273C	YOR273C	YOR273C			TPO4			protein_coding
NA	promoter-TSS (YOR277C)	protein_coding-promoter-TSS (YOR277C)	31	snR31	snR31	snR31			snR31			snoRNA
NA	promoter-TSS (YOR286W)	protein_coding-promoter-TSS (YOR286W)	101	YOR285W	YOR285W	YOR285W			RDL1			protein_coding
NA	promoter-TSS (YOR292C)	protein_coding-promoter-TSS (YOR292C)	-195	YOR293W	YOR293W	YOR293W			RPS10A			protein_coding
